item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4
15,453,3.0,1494,5.0,1209,5.0,749,
1,49,,37,3.0,920,4.0,238,3.0
208,305,3.0,872,5.0,888,5.0,1757,4.0
129,753,5.0,1397,,967,5.0,648,5.0
113,1314,4.0,937,4.0,1486,,927,3.0
274,1186,3.0,962,,1146,5.0,124,3.0
33,1025,2.0,356,4.0,1005,4.0,574,
81,566,5.0,1196,5.0,1277,5.0,445,
63,138,4.0,922,4.0,221,4.0,1390,
81,188,5.0,1485,5.0,1502,,495,4.0
0,80,,1203,3.0,1111,4.0,63,4.0
145,1297,3.0,1395,,1685,5.0,122,2.0
16,389,4.0,1098,5.0,1292,4.0,173,
230,289,,833,3.0,548,5.0,972,5.0
44,1377,5.0,1489,,1395,4.0,237,4.0
11,1635,2.0,503,5.0,295,,604,4.0
113,288,,88,3.0,364,3.0,639,5.0
23,1633,,772,5.0,758,5.0,826,5.0
183,1441,4.0,1041,3.0,932,5.0,164,
63,467,4.0,1171,,277,4.0,429,5.0
49,1680,,108,5.0,461,3.0,1597,5.0
81,1122,4.0,444,,1421,5.0,750,5.0
26,611,5.0,1286,,1686,4.0,332,5.0
183,610,,1747,4.0,116,4.0,1199,4.0
49,1059,3.0,1333,4.0,1414,4.0,377,4.0
214,419,,1670,4.0,1512,4.0,254,3.0
8,937,4.0,155,,894,5.0,351,3.0
43,947,3.0,1417,5.0,1643,,140,4.0
61,1689,4.0,521,4.0,1005,4.0,526,
238,512,4.0,309,4.0,11,4.0,175,5.0
44,1603,4.0,1732,3.0,1061,,955,4.0
15,1188,5.0,357,5.0,550,3.0,1659,
246,481,4.0,1303,3.0,1736,,1518,4.0
43,848,4.0,337,4.0,1364,4.0,989,
1,662,5.0,1144,,1675,4.0,1199,3.0
194,357,1.0,398,3.0,1054,3.0,1263,
240,707,3.0,1096,5.0,1454,,558,2.0
222,34,2.0,722,4.0,110,,1678,4.0
377,384,,521,3.0,1164,4.0,1389,2.0
15,901,4.0,824,5.0,1304,,393,5.0
1,32,,1057,3.0,154,3.0,666,4.0
38,801,5.0,1061,,585,4.0,223,4.0
23,419,4.0,1300,3.0,952,3.0,1290,
208,464,4.0,11,3.0,1483,,158,5.0
122,1184,5.0,8,4.0,539,5.0,1694,4.0
48,72,4.0,1086,5.0,1454,4.0,1119,
43,162,4.0,1001,4.0,1359,,1247,5.0
183,1424,4.0,1552,4.0,1140,,943,5.0
222,1091,4.0,1621,5.0,399,,1503,3.0
48,497,5.0,738,5.0,72,4.0,1661,
8,770,4.0,67,4.0,1642,4.0,602,5.0
207,1137,3.0,1175,4.0,411,2.0,428,3.0
129,1682,5.0,1748,4.0,1381,5.0,859,
0,1047,3.0,1561,4.0,1307,,348,3.0
37,352,5.0,97,4.0,913,4.0,1373,
83,1680,5.0,600,5.0,299,,990,4.0
86,857,3.0,269,5.0,142,,1071,3.0
11,176,4.0,609,5.0,942,5.0,495,
51,1013,5.0,70,5.0,823,,476,5.0
266,1344,4.0,1416,,732,4.0,1295,4.0
16,408,4.0,268,4.0,188,5.0,270,
105,1040,4.0,99,5.0,1044,2.0,1162,
23,146,5.0,1603,,1334,4.0,1676,3.0
26,226,4.0,547,3.0,9,4.0,75,4.0
8,1009,5.0,265,,445,4.0,639,2.0
15,1161,3.0,1082,,1004,4.0,734,5.0
285,1041,2.0,771,,1223,3.0,479,1.0
149,1635,2.0,1718,2.0,842,3.0,1438,
15,835,,506,5.0,860,5.0,319,5.0
8,352,4.0,998,5.0,602,5.0,202,
51,48,,907,4.0,1068,4.0,1757,4.0
26,64,4.0,1143,,1479,4.0,429,5.0
81,1168,5.0,1504,5.0,52,4.0,535,
152,1728,4.0,565,,107,4.0,971,1.0
223,1026,5.0,1475,3.0,1080,,1738,4.0
144,402,3.0,1190,3.0,1320,,792,3.0
193,290,4.0,787,3.0,710,3.0,124,3.0
97,1184,3.0,645,3.0,1337,,1595,3.0
15,1346,,451,2.0,1483,4.0,415,3.0
208,872,5.0,1499,,461,4.0,1278,4.0
246,1607,,1401,5.0,44,4.0,270,4.0
71,1395,5.0,662,,1591,4.0,143,5.0
278,497,3.0,1528,2.0,1578,,491,5.0
152,1682,4.0,397,5.0,573,4.0,575,
532,1696,4.0,598,4.0,1495,,777,1.0
44,1585,,897,3.0,360,5.0,1515,2.0
190,851,5.0,227,5.0,104,,1020,4.0
323,913,2.0,1611,5.0,476,,1181,2.0
61,992,5.0,97,4.0,1416,,1320,4.0
81,576,5.0,133,4.0,1497,4.0,908,
85,754,,676,5.0,804,1.0,1112,5.0
11,1683,5.0,760,4.0,1033,,522,5.0
49,976,5.0,1232,3.0,645,3.0,396,
543,900,,840,3.0,1146,5.0,351,5.0
255,1618,1.0,227,5.0,460,,622,2.0
129,1073,3.0,1496,,106,5.0,331,5.0
44,640,,1221,4.0,888,3.0,858,4.0
16,24,,1689,4.0,1418,5.0,1099,4.0
44,1521,,1171,4.0,1751,4.0,716,3.0
40,1460,5.0,1736,,937,5.0,1017,4.0
19,977,4.0,1444,4.0,1388,3.0,1581,
462,1344,5.0,913,5.0,580,,858,4.0
183,787,4.0,707,4.0,619,3.0,1407,
15,1044,4.0,1481,5.0,811,5.0,383,
61,483,5.0,538,4.0,235,3.0,110,
68,1184,,1269,4.0,1223,2.0,1181,1.0
81,99,5.0,920,,734,4.0,127,5.0
11,624,,306,3.0,216,5.0,1630,2.0
44,594,5.0,1193,5.0,107,3.0,556,
200,755,3.0,726,4.0,1596,,287,5.0
0,466,,259,4.0,1235,1.0,63,4.0
10,1024,4.0,146,3.0,311,2.0,956,3.0
23,520,5.0,936,5.0,249,4.0,939,4.0
54,612,5.0,614,4.0,1334,4.0,1718,
541,193,,1699,3.0,937,3.0,447,5.0
0,1251,5.0,1444,4.0,924,4.0,847,
124,627,3.0,726,4.0,1463,4.0,1527,
207,163,1.0,724,3.0,1333,2.0,1176,
297,1260,4.0,844,5.0,1310,5.0,639,
32,656,,129,5.0,1564,4.0,1340,5.0
208,1075,5.0,126,3.0,1486,,927,5.0
11,729,3.0,219,5.0,1036,4.0,686,5.0
33,599,,1432,4.0,1388,4.0,364,5.0
109,1505,5.0,947,2.0,1615,5.0,399,
170,917,,874,4.0,972,5.0,429,5.0
119,1120,,17,4.0,1415,4.0,397,4.0
190,1155,4.0,358,,1627,3.0,1454,1.0
37,465,,968,5.0,1228,5.0,79,3.0
166,769,,965,3.0,567,4.0,906,4.0
172,1217,5.0,353,4.0,691,3.0,1259,5.0
86,1488,4.0,1241,4.0,1054,,862,5.0
38,736,4.0,1496,,1658,4.0,1514,4.0
81,1521,4.0,450,5.0,1403,4.0,1503,
11,400,2.0,727,,375,4.0,588,3.0
222,176,4.0,1603,4.0,1321,2.0,1452,
113,1488,,726,4.0,795,3.0,828,4.0
15,288,4.0,1619,,355,5.0,936,5.0
83,1441,4.0,993,5.0,1507,,558,3.0
181,532,3.0,277,1.0,325,2.0,1564,
11,483,4.0,1302,5.0,555,4.0,766,3.0
49,964,,585,4.0,921,3.0,1599,3.0
44,1561,4.0,1563,,829,5.0,383,5.0
207,64,2.0,1538,,18,3.0,974,4.0
81,1056,5.0,1270,3.0,89,4.0,414,5.0
81,144,,417,3.0,227,4.0,794,5.0
49,1648,5.0,160,5.0,533,,1644,5.0
197,1344,3.0,917,4.0,1655,4.0,414,
85,482,,694,4.0,1609,4.0,377,5.0
193,1154,3.0,598,5.0,1739,5.0,1692,5.0
16,1633,,311,4.0,158,3.0,1647,4.0
16,977,4.0,1318,4.0,54,4.0,554,
15,226,5.0,1044,4.0,314,5.0,1662,5.0
282,1317,4.0,854,2.0,1196,3.0,1199,3.0
111,1574,,1110,5.0,615,5.0,1084,3.0
127,309,4.0,312,,329,4.0,1132,4.0
430,1098,4.0,251,4.0,1454,3.0,1262,
43,1027,5.0,1524,4.0,708,5.0,38,5.0
43,113,4.0,226,,722,4.0,1110,5.0
89,580,3.0,405,3.0,329,4.0,315,
107,864,4.0,1377,,1703,3.0,520,2.0
23,787,,806,3.0,106,4.0,655,4.0
26,851,5.0,1156,,4,2.0,542,1.0
462,227,4.0,1204,,1542,3.0,810,4.0
44,672,4.0,82,4.0,226,,955,4.0
193,384,5.0,1475,5.0,776,,238,4.0
174,599,3.0,1559,4.0,1063,,1711,2.0
49,1332,,1757,3.0,574,4.0,1134,4.0
129,519,5.0,971,5.0,1084,5.0,1711,4.0
190,1394,5.0,722,4.0,1708,4.0,766,
200,817,5.0,1112,4.0,699,,939,2.0
180,1026,4.0,789,4.0,1098,5.0,123,4.0
223,807,,1129,5.0,1327,2.0,1535,4.0
128,595,4.0,1181,5.0,1757,3.0,415,
11,514,4.0,890,4.0,1052,5.0,606,3.0
8,210,4.0,1318,4.0,471,3.0,874,3.0
40,530,,1107,5.0,103,4.0,939,2.0
161,309,3.0,1611,3.0,123,2.0,1452,
54,1154,4.0,444,4.0,1341,4.0,1071,4.0
21,1011,4.0,854,1.0,139,,926,4.0
1,1205,5.0,1322,,411,4.0,860,4.0
214,1185,5.0,594,3.0,1658,3.0,397,
44,1664,4.0,1142,,1512,4.0,927,4.0
229,1554,5.0,925,5.0,686,,831,5.0
49,305,,290,5.0,1635,4.0,901,4.0
137,992,5.0,961,4.0,1474,4.0,37,
223,769,,1282,4.0,1463,4.0,251,1.0
19,0,5.0,1591,3.0,903,5.0,1183,
113,881,3.0,1078,,679,3.0,1530,5.0
43,337,4.0,1666,,1558,4.0,157,5.0
223,739,4.0,822,4.0,537,5.0,42,
16,16,5.0,304,4.0,68,5.0,150,4.0
213,1747,4.0,835,3.0,519,5.0,782,
129,1296,5.0,1728,5.0,541,5.0,255,
76,69,4.0,809,5.0,1676,,414,5.0
26,674,,1445,3.0,646,5.0,983,4.0
19,1024,4.0,81,2.0,834,3.0,201,
1,5,,390,3.0,263,4.0,747,4.0
207,513,4.0,20,2.0,1611,2.0,1359,
456,146,5.0,996,4.0,1034,5.0,1102,4.0
15,1377,5.0,594,5.0,1719,,1660,5.0
15,1142,5.0,1673,5.0,685,,1327,4.0
374,641,3.0,1091,,298,3.0,1290,1.0
33,1090,,435,3.0,839,4.0,46,5.0
129,64,5.0,1472,3.0,291,,397,5.0
83,281,4.0,267,,460,3.0,1310,4.0
43,843,5.0,604,,270,4.0,1247,5.0
23,436,2.0,181,,1577,5.0,603,5.0
106,1218,4.0,146,3.0,1480,3.0,585,3.0
33,1748,3.0,500,5.0,853,,167,3.0
202,658,,1685,4.0,1638,2.0,1357,3.0
181,1025,2.0,52,4.0,1627,4.0,46,
44,499,3.0,1236,,837,4.0,1599,4.0
15,821,5.0,457,,954,4.0,542,3.0
81,97,5.0,1364,4.0,823,,1175,2.0
11,530,4.0,940,,765,4.0,1503,4.0
76,946,,101,4.0,758,4.0,937,3.0
107,1284,3.0,212,5.0,1259,4.0,1293,
44,405,5.0,1271,,990,3.0,78,3.0
40,624,,1107,5.0,1079,5.0,1020,5.0
86,278,5.0,1304,3.0,1563,4.0,1325,3.0
68,1344,5.0,1,,1458,5.0,303,3.0
15,1540,,1094,5.0,585,2.0,1673,5.0
8,1316,,1019,5.0,972,5.0,1375,3.0
282,32,,1425,2.0,622,4.0,735,5.0
40,454,3.0,742,,331,4.0,1484,5.0
15,530,4.0,1316,,268,5.0,639,4.0
0,16,4.0,704,,136,4.0,1199,4.0
238,1158,5.0,1098,5.0,924,,1564,4.0
99,1746,3.0,1398,,759,4.0,1642,4.0
81,1058,5.0,546,,1589,4.0,491,5.0
61,928,5.0,1621,1.0,1227,3.0,703,
193,306,3.0,858,4.0,972,,1422,2.0
43,1283,,789,4.0,585,5.0,1503,5.0
11,1411,3.0,1113,5.0,140,,796,5.0
23,1313,4.0,777,4.0,460,3.0,126,5.0
15,1712,5.0,852,,1208,5.0,1195,5.0
85,96,,803,1.0,1503,4.0,447,5.0
193,433,,610,5.0,360,5.0,826,5.0
8,914,5.0,1395,,853,5.0,1276,5.0
105,1169,3.0,309,5.0,1113,3.0,622,
200,833,3.0,49,4.0,1017,4.0,812,
274,1248,5.0,1025,4.0,348,,271,4.0
43,1168,5.0,502,3.0,921,5.0,1739,
208,466,5.0,677,4.0,1384,,1757,4.0
16,274,,389,4.0,1592,3.0,1193,4.0
513,323,5.0,166,1.0,569,,1563,4.0
81,1056,5.0,787,,884,3.0,972,4.0
23,1160,,1564,5.0,1757,5.0,206,5.0
23,1602,4.0,389,,22,4.0,733,5.0
15,737,,952,4.0,891,3.0,990,5.0
16,464,3.0,642,,52,3.0,422,5.0
180,1591,2.0,1081,,731,3.0,686,3.0
44,647,4.0,679,2.0,1004,4.0,1423,3.0
222,357,5.0,1416,,331,4.0,1647,3.0
81,1025,5.0,354,,316,4.0,1740,2.0
44,660,,1497,4.0,218,5.0,781,4.0
43,1152,5.0,227,5.0,647,4.0,495,
81,192,,1410,4.0,843,5.0,639,5.0
51,881,5.0,675,5.0,684,,1036,4.0
145,1250,4.0,168,3.0,1499,3.0,989,
26,1637,5.0,1241,5.0,925,5.0,1614,
71,1637,5.0,1481,,603,4.0,316,5.0
61,848,5.0,642,,120,5.0,459,3.0
44,416,3.0,243,5.0,1557,5.0,1432,
1,51,,1433,3.0,607,4.0,639,5.0
16,912,3.0,648,,1162,3.0,45,2.0
145,101,5.0,1531,4.0,1259,4.0,1726,
44,1123,4.0,121,4.0,25,5.0,335,
68,1123,,822,4.0,167,3.0,521,4.0
26,531,4.0,663,,891,5.0,1310,3.0
16,164,4.0,521,4.0,313,3.0,139,3.0
208,816,,1073,5.0,1497,4.0,970,5.0
36,1344,,740,3.0,251,2.0,828,3.0
209,1383,,618,2.0,1021,3.0,831,5.0
200,1186,5.0,1608,3.0,874,3.0,430,
43,386,,1300,5.0,1269,5.0,462,4.0
197,1409,4.0,1140,,837,4.0,1655,4.0
128,920,,235,5.0,1212,4.0,1295,4.0
16,1541,3.0,1719,3.0,1384,,1707,3.0
193,308,5.0,998,,1528,3.0,1146,5.0
69,177,5.0,1564,5.0,221,4.0,397,
11,82,4.0,1157,,167,5.0,441,4.0
40,468,5.0,168,4.0,443,3.0,191,5.0
43,1060,5.0,453,5.0,202,,1452,5.0
207,976,3.0,243,2.0,37,5.0,1048,
51,1721,5.0,1324,5.0,1565,5.0,1743,5.0
38,422,5.0,264,,1052,5.0,1421,5.0
459,1168,,133,5.0,187,4.0,1374,1.0
190,864,4.0,944,,502,2.0,1341,4.0
33,417,2.0,1176,,1707,5.0,269,4.0
44,36,,840,4.0,107,3.0,221,5.0
103,101,1.0,411,3.0,924,2.0,590,
375,528,4.0,1747,5.0,1688,5.0,1644,
223,888,4.0,265,,989,4.0,1133,2.0
8,1617,5.0,665,4.0,830,4.0,478,
76,1668,,1093,4.0,1110,5.0,26,4.0
49,448,3.0,772,5.0,1466,4.0,1212,
129,1203,,422,5.0,394,4.0,810,1.0
44,315,5.0,1503,4.0,575,4.0,735,
379,1648,,218,2.0,621,4.0,1534,3.0
425,146,2.0,585,4.0,826,,846,4.0
452,612,5.0,1253,,107,4.0,188,5.0
44,547,4.0,1285,,812,2.0,573,5.0
40,1188,3.0,390,4.0,1159,4.0,423,4.0
317,1730,2.0,1235,4.0,694,4.0,684,
234,1636,,294,5.0,1400,5.0,1432,5.0
83,1169,4.0,2,4.0,1122,4.0,196,
16,976,3.0,1430,,776,1.0,1642,4.0
85,434,5.0,707,4.0,963,4.0,825,
274,864,3.0,1428,4.0,683,,815,4.0
8,1234,,487,2.0,679,3.0,1114,2.0
69,1680,4.0,611,,519,5.0,555,3.0
81,736,5.0,1638,3.0,1433,5.0,1404,4.0
63,992,3.0,612,4.0,27,,572,5.0
40,467,3.0,1093,,280,5.0,558,4.0
181,1603,4.0,294,2.0,636,,847,1.0
36,18,3.0,1138,,453,3.0,105,4.0
193,697,3.0,158,3.0,638,5.0,1599,
8,378,5.0,683,2.0,60,,1310,5.0
51,64,5.0,1731,5.0,1624,,73,5.0
43,1510,4.0,280,4.0,824,4.0,1419,
255,1235,4.0,855,4.0,1658,3.0,876,
109,327,,1240,5.0,424,4.0,154,2.0
44,1156,4.0,132,4.0,1717,3.0,266,
127,1428,5.0,473,5.0,123,5.0,766,
222,212,4.0,1606,5.0,906,4.0,252,
85,1505,5.0,1604,,955,2.0,1340,5.0
23,1296,4.0,689,5.0,888,5.0,1737,5.0
11,226,,791,5.0,237,5.0,974,4.0
200,1587,4.0,181,,486,4.0,1544,4.0
15,976,4.0,864,4.0,97,4.0,1352,
44,1172,3.0,1014,5.0,1320,1.0,1210,4.0
136,883,,820,3.0,332,3.0,44,5.0
219,1077,,1222,3.0,1303,2.0,1514,4.0
71,903,5.0,297,,1100,3.0,1391,4.0
246,451,2.0,373,4.0,71,2.0,871,
40,900,4.0,500,4.0,472,5.0,1293,
49,1670,4.0,1016,4.0,347,4.0,1615,5.0
61,1088,4.0,1204,,901,3.0,1182,4.0
16,1044,4.0,1365,,262,5.0,828,3.0
208,435,3.0,967,4.0,1353,4.0,1372,
105,1008,,834,2.0,309,5.0,406,3.0
234,1136,5.0,1395,4.0,390,3.0,1054,
103,1552,3.0,1746,,1284,3.0,862,3.0
200,64,3.0,1112,4.0,1627,3.0,1182,5.0
83,1685,,1077,5.0,1534,4.0,1711,4.0
19,1267,5.0,102,4.0,23,,1182,4.0
190,117,4.0,937,3.0,191,5.0,95,
268,1574,,970,4.0,589,1.0,1086,3.0
11,403,4.0,1460,3.0,421,,557,4.0
85,34,3.0,981,5.0,742,,876,3.0
208,1353,4.0,1692,5.0,1454,5.0,287,
44,1217,3.0,420,2.0,38,,1608,4.0
49,1028,,397,5.0,1694,5.0,47,5.0
209,227,4.0,244,4.0,1146,4.0,1663,4.0
208,564,,839,5.0,1599,5.0,351,4.0
11,961,5.0,322,3.0,875,4.0,780,
11,853,5.0,1386,,13,4.0,1503,4.0
50,1240,4.0,971,4.0,925,4.0,1694,
207,901,3.0,1259,1.0,1291,4.0,1295,2.0
8,325,5.0,166,3.0,456,3.0,1503,3.0
81,1427,4.0,679,3.0,537,5.0,1338,4.0
145,1617,,324,4.0,122,2.0,1598,4.0
61,2,5.0,755,3.0,1286,,138,4.0
40,1328,5.0,660,,1589,4.0,1670,4.0
26,160,,1537,3.0,383,4.0,719,5.0
230,17,2.0,1651,4.0,677,,988,5.0
54,1641,,138,4.0,1130,5.0,831,4.0
11,834,4.0,567,1.0,969,5.0,1034,3.0
49,689,,978,5.0,404,5.0,1380,5.0
105,952,,459,1.0,1036,1.0,397,4.0
145,721,,468,4.0,1460,4.0,1131,4.0
321,659,3.0,51,4.0,713,3.0,604,
68,434,5.0,1591,1.0,1244,3.0,1743,
11,1332,,806,4.0,759,4.0,1353,5.0
44,1415,2.0,699,5.0,1068,,1069,5.0
81,1072,5.0,1041,5.0,26,5.0,846,
44,532,3.0,918,1.0,378,3.0,620,
218,39,,666,5.0,686,4.0,606,3.0
50,1651,4.0,484,2.0,855,,1564,4.0
287,856,,858,5.0,1194,3.0,558,2.0
127,17,4.0,82,,51,4.0,77,5.0
270,1250,3.0,1603,5.0,567,,1193,4.0
311,1667,4.0,1254,3.0,520,3.0,78,
0,1618,,1608,4.0,41,4.0,1149,2.0
36,1552,5.0,1588,4.0,297,,1102,3.0
208,346,,205,5.0,333,4.0,1454,5.0
85,1056,2.0,1687,1.0,381,5.0,1070,
26,816,2.0,1588,4.0,71,5.0,664,
40,1105,3.0,373,5.0,472,5.0,1212,5.0
105,338,2.0,883,4.0,282,,1295,4.0
127,836,4.0,1524,3.0,1189,3.0,1382,5.0
76,1337,4.0,1405,,558,4.0,1070,3.0
51,101,3.0,844,3.0,1647,,207,4.0
129,1393,2.0,1012,4.0,618,5.0,1339,
44,1732,3.0,1655,4.0,567,5.0,1373,
354,456,1.0,361,5.0,1321,,603,4.0
21,1587,4.0,598,4.0,775,,1374,3.0
1,835,1.0,298,4.0,1020,3.0,1757,
38,1728,4.0,913,4.0,1318,5.0,1146,
238,550,3.0,1223,,1095,5.0,1433,3.0
68,337,4.0,1754,,107,4.0,28,4.0
44,449,4.0,1234,5.0,1588,4.0,1175,
129,867,5.0,1284,,918,5.0,1433,5.0
8,744,5.0,1339,4.0,877,5.0,959,5.0
15,468,5.0,52,5.0,1413,,494,4.0
180,897,3.0,594,5.0,1060,5.0,998,
43,1488,5.0,166,5.0,111,4.0,1599,4.0
11,210,,22,5.0,202,5.0,890,4.0
1,801,3.0,483,4.0,773,5.0,1640,
127,1169,2.0,885,,1688,3.0,1052,5.0
29,146,5.0,1650,,277,3.0,967,5.0
15,1460,4.0,902,,871,4.0,1436,4.0
15,659,5.0,580,5.0,405,4.0,94,
193,837,5.0,1622,,138,5.0,623,3.0
208,1736,5.0,1609,5.0,893,,1294,5.0
81,1329,5.0,1218,,1414,3.0,732,5.0
85,337,3.0,1557,,423,5.0,1757,3.0
119,657,4.0,451,4.0,500,5.0,1237,
40,262,5.0,1320,1.0,937,5.0,635,
51,882,4.0,1074,,1698,5.0,876,3.0
16,1736,,1480,2.0,1370,4.0,1563,4.0
38,1041,4.0,1399,2.0,585,4.0,426,
208,833,4.0,769,,1651,4.0,648,5.0
274,1105,,774,5.0,167,5.0,552,3.0
44,885,4.0,1565,5.0,1230,,1407,5.0
15,1171,,598,5.0,13,3.0,734,5.0
16,592,3.0,695,4.0,268,4.0,382,
23,1156,5.0,1542,4.0,811,5.0,671,
11,1250,5.0,326,5.0,523,4.0,671,
81,625,,965,3.0,1606,5.0,1196,5.0
38,1442,3.0,675,,186,5.0,876,3.0
8,144,4.0,549,,791,5.0,909,5.0
44,1282,5.0,211,,598,4.0,1547,2.0
85,387,4.0,451,3.0,267,,591,4.0
183,769,,483,4.0,1013,4.0,43,5.0
44,242,3.0,132,4.0,999,5.0,1388,
128,1169,4.0,919,5.0,953,,1549,2.0
26,448,4.0,1057,4.0,1602,5.0,1102,5.0
200,725,,406,5.0,294,5.0,123,4.0
113,1682,4.0,1060,4.0,1748,,461,4.0
49,391,5.0,951,,679,5.0,263,4.0
16,501,,311,4.0,1454,1.0,1327,4.0
40,1024,,1632,3.0,50,5.0,85,5.0
143,6,4.0,1175,,846,2.0,414,3.0
33,1653,3.0,39,,1259,4.0,1131,5.0
181,1010,4.0,451,2.0,1637,3.0,1526,
1,932,4.0,107,4.0,331,,351,3.0
129,753,5.0,1730,5.0,1490,5.0,951,5.0
23,1264,5.0,243,5.0,773,5.0,311,5.0
277,20,4.0,583,4.0,489,4.0,698,
109,1698,5.0,505,4.0,877,,990,3.0
15,961,5.0,755,4.0,1396,,1674,3.0
129,789,5.0,38,5.0,1689,5.0,1066,4.0
200,848,4.0,1651,,567,4.0,1643,3.0
85,1253,4.0,1433,3.0,1228,5.0,1181,
8,1346,,290,5.0,1654,5.0,158,5.0
222,82,5.0,901,4.0,1369,,123,4.0
193,976,4.0,774,5.0,1078,4.0,167,5.0
44,1713,4.0,1156,4.0,858,4.0,831,5.0
8,82,5.0,1186,3.0,643,5.0,254,4.0
190,1728,4.0,1442,,890,3.0,1711,2.0
16,1237,5.0,1256,4.0,217,3.0,1278,
144,912,,1033,4.0,1564,3.0,1246,4.0
15,1680,5.0,1366,5.0,858,,1627,3.0
16,1408,,613,5.0,1049,4.0,1503,3.0
113,627,3.0,826,,1214,5.0,1391,2.0
50,1588,5.0,470,,636,5.0,1743,5.0
40,406,5.0,1545,1.0,29,3.0,335,
122,564,1.0,141,5.0,414,3.0,207,
183,80,5.0,1555,5.0,1321,,415,3.0
140,704,,629,2.0,281,2.0,1514,2.0
230,576,5.0,1604,,447,4.0,1663,5.0
11,69,,458,4.0,1499,4.0,174,4.0
183,1168,5.0,1332,4.0,1593,4.0,334,2.0
124,112,,1510,5.0,168,5.0,205,5.0
40,566,5.0,472,5.0,1213,,1647,3.0
23,561,,1300,3.0,586,4.0,987,5.0
129,169,,1549,2.0,1103,5.0,47,4.0
133,146,,521,4.0,1276,5.0,524,2.0
81,1569,5.0,968,4.0,889,,783,2.0
49,1106,,623,4.0,111,3.0,1647,4.0
16,692,4.0,374,2.0,541,,1615,3.0
535,580,2.0,965,3.0,567,4.0,539,
181,1304,,922,2.0,731,2.0,1421,5.0
183,1026,5.0,804,4.0,761,,622,2.0
222,128,2.0,985,4.0,75,3.0,1021,
16,960,,1220,5.0,1017,5.0,31,4.0
1,929,,1722,4.0,796,4.0,1198,4.0
23,451,4.0,1669,5.0,406,5.0,566,5.0
85,210,5.0,1427,,69,3.0,293,3.0
109,368,,49,5.0,1010,4.0,789,5.0
8,692,4.0,373,,811,5.0,1740,4.0
40,1617,,615,4.0,1064,4.0,492,2.0
32,417,2.0,1717,4.0,1403,4.0,445,4.0
16,209,,498,3.0,1175,2.0,1432,5.0
11,1605,,1205,4.0,1735,1.0,72,4.0
208,1093,5.0,1158,4.0,231,3.0,63,3.0
16,165,1.0,1111,3.0,1480,2.0,895,
44,672,4.0,576,5.0,1291,5.0,812,2.0
113,1122,3.0,84,5.0,404,,198,3.0
438,738,5.0,602,5.0,317,,925,5.0
183,1633,,1010,4.0,1332,4.0,539,5.0
208,1619,4.0,1188,3.0,997,4.0,614,
44,1249,3.0,119,,1148,4.0,828,3.0
225,480,5.0,1316,,173,1.0,671,4.0
66,726,3.0,1111,,1756,5.0,1343,3.0
322,820,3.0,277,4.0,582,,824,4.0
83,356,2.0,263,1.0,89,,47,4.0
238,1738,4.0,1162,5.0,1709,4.0,1086,4.0
16,1008,,883,3.0,360,5.0,508,5.0
51,839,5.0,1239,5.0,456,4.0,843,5.0
16,1235,4.0,453,4.0,44,,1580,2.0
238,305,2.0,309,4.0,646,4.0,892,
23,1140,4.0,1540,,341,4.0,712,5.0
44,690,4.0,1638,3.0,824,4.0,410,5.0
274,868,,855,4.0,602,2.0,1647,4.0
106,83,,1224,5.0,411,4.0,1502,4.0
109,338,4.0,154,2.0,1243,,1725,4.0
61,1344,5.0,322,3.0,37,,862,4.0
69,1178,,1676,2.0,572,4.0,1615,5.0
27,1269,,843,2.0,172,5.0,1260,2.0
222,1314,4.0,1210,3.0,714,,541,4.0
54,1542,4.0,1692,4.0,1116,,430,4.0
15,1061,,585,2.0,1081,3.0,635,3.0
51,1200,,1664,5.0,1651,4.0,398,4.0
234,296,,378,2.0,218,5.0,397,5.0
81,992,4.0,65,5.0,533,,263,3.0
218,1571,,451,2.0,888,5.0,1210,2.0
69,1731,,1365,4.0,1399,4.0,1102,4.0
129,1108,5.0,1222,4.0,583,5.0,1343,
21,162,5.0,1428,,1655,4.0,1661,2.0
129,865,5.0,1061,5.0,1324,5.0,1308,
99,742,3.0,665,5.0,537,,427,4.0
16,1411,4.0,1171,,454,5.0,45,2.0
225,37,,251,5.0,1294,5.0,958,3.0
129,1651,5.0,276,5.0,646,,638,4.0
11,1700,,378,3.0,207,5.0,607,3.0
129,576,5.0,306,5.0,1371,,494,5.0
33,726,4.0,1640,4.0,1515,,831,3.0
161,1514,3.0,1660,2.0,989,,461,3.0
40,519,5.0,874,,507,5.0,109,5.0
81,1153,,1748,5.0,1230,5.0,1183,5.0
26,130,5.0,595,,1433,4.0,1405,4.0
200,84,5.0,1364,4.0,935,,1103,3.0
129,738,5.0,485,,247,5.0,1737,5.0
103,627,1.0,149,5.0,443,,1694,3.0
124,912,3.0,1619,5.0,1430,,168,5.0
113,1362,,1061,4.0,744,4.0,1209,5.0
109,417,5.0,1523,5.0,1205,,1054,5.0
93,277,4.0,1559,,140,3.0,461,4.0
282,405,4.0,792,4.0,1310,,558,4.0
26,755,5.0,1737,,123,5.0,1707,4.0
44,374,,107,3.0,972,4.0,815,4.0
193,432,,1154,3.0,306,3.0,655,4.0
208,1696,4.0,1264,,835,4.0,1079,4.0
26,880,2.0,1639,,845,4.0,799,4.0
129,1093,5.0,1241,5.0,1674,5.0,1147,
