item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6,user-7,rating-7,user-8,rating-8,user-9,rating-9,user-10,rating-10
23,1202,,724,4.0,852,5.0,486,5.0,1017,4.0,858,,444,,191,3.0,783,3.0,303,5.0
15,480,4.0,1314,3.0,179,3.0,116,,884,3.0,740,5.0,1446,,1383,,808,,1406,4.0
16,657,4.0,961,3.0,675,,1078,5.0,295,,1370,4.0,746,,1373,,45,2.0,526,4.0
129,224,,1571,5.0,1731,3.0,1011,,36,5.0,1479,3.0,1226,5.0,1086,,174,,607,5.0
26,913,,1314,4.0,1459,2.0,645,5.0,599,3.0,424,,1512,,633,2.0,105,,764,5.0
23,450,,727,5.0,1625,3.0,859,3.0,1579,3.0,188,5.0,1612,,556,5.0,269,5.0,1087,5.0
81,1344,5.0,739,,723,,1398,5.0,119,5.0,1001,3.0,1113,4.0,106,5.0,1738,,1598,4.0
15,34,2.0,1347,,1539,,182,2.0,311,5.0,392,5.0,297,,1081,3.0,1134,,943,5.0
15,1216,,273,5.0,1186,5.0,499,,214,4.0,278,4.0,680,5.0,1272,,1129,4.0,271,3.0
11,656,,16,4.0,1552,4.0,848,,1633,,130,,1079,4.0,922,4.0,122,5.0,431,4.0
23,243,5.0,1364,5.0,36,5.0,1301,5.0,1333,5.0,647,4.0,632,3.0,1130,5.0,1500,5.0,1388,5.0
127,498,,738,5.0,772,5.0,246,5.0,263,4.0,56,,876,5.0,1549,,1711,5.0,1231,
149,832,4.0,1232,,449,4.0,1347,,808,3.0,1209,,329,4.0,1546,4.0,140,3.0,973,
8,608,4.0,1745,4.0,1729,,835,4.0,598,5.0,393,,1017,4.0,1593,,845,,862,5.0
44,241,,258,5.0,467,,932,5.0,164,,1751,4.0,121,4.0,445,5.0,1437,,974,4.0
119,864,4.0,1648,,1120,,738,4.0,306,3.0,1635,1.0,580,4.0,967,5.0,1276,,1101,
81,1425,5.0,1057,3.0,1428,4.0,629,,486,,1414,3.0,1672,,281,4.0,1534,5.0,287,
8,513,4.0,273,,1477,,1527,4.0,297,5.0,874,3.0,956,,1407,5.0,847,4.0,1199,5.0
49,1088,,1572,,999,5.0,615,5.0,186,5.0,842,4.0,652,,925,5.0,1646,,1103,4.0
44,912,2.0,1250,4.0,1044,4.0,1511,,282,,842,3.0,828,3.0,285,,941,3.0,1582,
23,657,5.0,723,,1622,4.0,1734,3.0,1062,5.0,1111,5.0,1577,5.0,1162,,1293,,14,
208,243,5.0,3,,1379,,372,4.0,1175,4.0,1353,4.0,442,,252,,732,4.0,1518,2.0
81,1154,4.0,1059,,245,,1527,5.0,1207,5.0,663,,1241,5.0,1674,3.0,1277,5.0,1199,
11,454,3.0,1382,,647,4.0,376,,89,,1307,4.0,651,,1499,4.0,686,5.0,1358,4.0
44,1492,,52,5.0,375,4.0,104,,601,2.0,969,,1275,4.0,427,,156,4.0,1565,5.0
11,917,3.0,965,5.0,982,5.0,919,,1335,,1000,,8,4.0,857,4.0,270,5.0,255,
11,1600,2.0,1010,4.0,1699,1.0,597,3.0,965,5.0,326,5.0,1495,,969,5.0,283,4.0,607,3.0
11,689,,1154,4.0,1747,5.0,1460,3.0,600,4.0,840,4.0,856,5.0,347,,1036,4.0,1247,
0,336,4.0,1697,,977,3.0,242,,435,2.0,1399,3.0,234,3.0,1499,,1692,,862,4.0
208,208,,1520,3.0,34,2.0,1236,,661,5.0,935,5.0,1689,4.0,1194,4.0,1740,,1343,
1,833,4.0,1586,,771,5.0,1718,,567,,281,4.0,697,4.0,634,,170,4.0,1183,5.0
193,34,4.0,1108,,1364,1.0,1397,3.0,1735,3.0,1384,,1001,3.0,140,,220,5.0,334,5.0
11,1072,4.0,1505,,596,,1381,4.0,550,2.0,1547,4.0,1133,,1661,4.0,190,5.0,911,3.0
8,1154,4.0,1283,,740,4.0,5,,775,,983,5.0,1624,,634,4.0,1611,5.0,222,4.0
44,1239,5.0,72,3.0,185,,1593,3.0,1162,4.0,410,5.0,1642,4.0,475,5.0,1148,4.0,767,3.0
129,481,4.0,1154,5.0,547,,1237,,1208,5.0,1370,,1050,,618,5.0,62,4.0,271,5.0
8,400,,101,,470,2.0,1398,4.0,392,4.0,169,5.0,425,,682,,636,4.0,479,2.0
11,289,,483,4.0,67,,1238,,280,5.0,1417,4.0,1418,4.0,269,3.0,718,,1198,4.0
23,1429,1.0,697,4.0,1033,4.0,1433,4.0,348,4.0,77,,29,4.0,765,5.0,510,,223,5.0
113,961,4.0,1666,,130,,644,5.0,325,4.0,167,5.0,311,5.0,1287,,441,,1503,4.0
129,946,,1426,5.0,834,4.0,1475,5.0,437,,903,1.0,909,5.0,222,,1727,,1503,5.0
15,1057,4.0,1393,,6,4.0,1481,5.0,745,4.0,858,,285,4.0,237,,989,,1101,5.0
1,320,,1168,5.0,1121,,2,1.0,103,4.0,920,4.0,521,4.0,842,4.0,282,,1470,3.0
11,1057,3.0,290,4.0,963,5.0,275,,228,3.0,420,4.0,405,5.0,1159,,1418,4.0,142,5.0
129,785,,1681,5.0,307,1.0,228,,518,,504,5.0,936,5.0,122,5.0,1546,,1627,5.0
129,1441,5.0,1234,,1555,5.0,1445,4.0,950,,1270,3.0,1129,,1020,5.0,782,,638,4.0
44,16,5.0,273,3.0,1249,3.0,306,3.0,947,4.0,140,,1292,,349,,1726,,1407,5.0
44,1617,,498,4.0,453,4.0,246,5.0,1623,3.0,1463,4.0,1129,,1514,3.0,908,,143,3.0
33,195,,1203,4.0,1491,,676,,517,2.0,277,3.0,1017,4.0,1273,,46,5.0,894,4.0
15,52,5.0,900,1.0,1173,,1046,,1240,5.0,840,5.0,344,5.0,204,,749,,750,4.0
44,849,4.0,834,5.0,1171,4.0,1187,,265,,602,2.0,1626,3.0,973,3.0,1389,,1407,5.0
8,849,,1218,1.0,1700,,1108,5.0,692,4.0,86,5.0,1624,,1211,,398,5.0,894,5.0
129,1457,,1057,,162,4.0,403,,1603,5.0,1155,3.0,1364,4.0,314,5.0,1388,4.0,1325,
26,720,,1621,5.0,262,3.0,938,,1003,5.0,523,,300,,1501,5.0,639,5.0,1519,5.0
11,177,,513,5.0,1603,4.0,103,4.0,840,4.0,1181,5.0,334,3.0,431,4.0,1327,4.0,271,4.0
85,272,,1505,5.0,210,5.0,434,5.0,597,,965,,1270,2.0,713,4.0,107,,862,4.0
0,752,,992,4.0,721,,818,4.0,1266,4.0,840,3.0,1306,4.0,1403,2.0,973,,799,
49,1634,,1699,4.0,772,5.0,1109,,936,5.0,905,4.0,922,5.0,588,,589,,351,4.0
15,706,,370,,483,4.0,1513,4.0,875,,811,5.0,1436,4.0,461,4.0,77,4.0,685,
81,625,,1058,5.0,1557,5.0,215,3.0,1528,3.0,474,,1163,,1195,,876,2.0,526,5.0
183,1600,4.0,1072,4.0,1651,5.0,1252,,1574,,791,4.0,89,4.0,492,,1710,,207,5.0
202,273,4.0,290,,163,4.0,1588,4.0,1476,5.0,1318,3.0,631,,1560,,361,3.0,1022,
129,628,,634,5.0,1226,5.0,412,5.0,1069,,1165,5.0,1710,,1278,5.0,143,5.0,735,
1,272,,240,,1025,4.0,34,,1638,3.0,1110,4.0,854,2.0,1751,4.0,763,,622,3.0
190,67,,644,5.0,1220,,502,2.0,918,,263,3.0,967,5.0,1303,4.0,1129,,1182,4.0
15,1124,5.0,20,5.0,215,4.0,823,,1721,,155,,555,4.0,1228,,973,5.0,734,5.0
81,1344,5.0,1713,5.0,324,4.0,295,,424,,1177,5.0,986,,570,5.0,1099,5.0,429,5.0
15,691,,1107,,1095,5.0,840,5.0,554,,955,5.0,1005,4.0,397,5.0,1006,5.0,415,3.0
81,1729,,1650,5.0,355,4.0,1747,4.0,681,4.0,729,,202,,970,5.0,653,,1469,5.0
44,1168,5.0,976,3.0,998,3.0,166,5.0,986,4.0,42,,541,,1678,,1326,,1375,3.0
81,1328,,32,,1586,5.0,530,5.0,728,5.0,1432,5.0,1259,,1627,4.0,892,,1231,5.0
81,482,,1525,,214,5.0,1110,5.0,1094,5.0,1048,5.0,600,,218,3.0,1405,5.0,735,
40,1184,,273,,1537,5.0,212,5.0,230,,730,,1642,4.0,1403,4.0,1357,4.0,1502,4.0
140,1089,,338,,339,1.0,580,4.0,1494,4.0,102,,874,3.0,331,,815,4.0,479,5.0
0,864,4.0,1091,,120,,1225,3.0,555,1.0,107,1.0,1164,3.0,1229,,78,1.0,1647,4.0
43,384,4.0,658,5.0,1058,3.0,1445,,454,,471,2.0,232,,186,5.0,1451,,1453,5.0
15,1744,,560,4.0,672,,659,5.0,404,5.0,550,3.0,1034,3.0,1627,3.0,1581,4.0,1614,
222,1330,3.0,103,5.0,1640,,729,,1721,,491,5.0,445,3.0,1598,4.0,1054,4.0,414,3.0
81,1072,5.0,1570,5.0,226,,1459,,756,,1641,5.0,778,,1391,5.0,623,1.0,15,5.0
51,33,,1619,,1526,,1334,4.0,1239,5.0,599,5.0,1400,5.0,1561,5.0,1210,4.0,1583,5.0
40,128,1.0,579,5.0,1589,4.0,726,4.0,231,3.0,1432,,1496,,1482,,1694,5.0,1471,
1,1344,4.0,1393,,116,4.0,549,,872,5.0,1625,,1692,,460,5.0,109,5.0,686,5.0
11,1010,4.0,375,4.0,583,,423,2.0,601,,1177,3.0,1595,,1692,5.0,540,4.0,781,
222,1616,4.0,84,5.0,197,,1032,3.0,154,5.0,1356,3.0,412,,1037,,1646,4.0,479,
43,960,4.0,322,5.0,611,,483,3.0,1460,5.0,1717,1.0,407,,1512,5.0,60,5.0,957,5.0
81,1284,,1000,,985,5.0,219,5.0,1085,,733,5.0,1181,5.0,301,5.0,973,,1694,5.0
26,1280,3.0,97,5.0,1042,,1235,3.0,1445,3.0,1333,5.0,987,5.0,1083,,1068,4.0,1662,4.0
11,1058,5.0,451,2.0,213,4.0,23,,552,4.0,810,,1611,4.0,12,4.0,1213,4.0,15,
44,274,,1682,4.0,916,3.0,212,4.0,501,,1477,,8,4.0,507,,1020,4.0,973,3.0
200,896,,1314,5.0,690,3.0,1234,5.0,52,3.0,1223,,1655,3.0,938,,1741,4.0,1535,2.0
129,273,5.0,1255,,971,5.0,523,,363,,717,5.0,1598,4.0,1406,,479,3.0,1199,5.0
16,1074,,1362,2.0,356,,629,,326,3.0,685,,1421,5.0,1598,4.0,1263,2.0,447,5.0
11,608,,880,5.0,692,5.0,501,,1735,1.0,888,4.0,1080,,540,4.0,749,4.0,478,
8,1217,,1282,4.0,915,4.0,1253,5.0,1607,5.0,1577,5.0,1483,,747,4.0,1660,,221,
36,1024,3.0,610,,1250,4.0,530,3.0,755,4.0,565,,741,,1559,5.0,328,4.0,831,
1,1361,5.0,1445,,326,3.0,103,4.0,503,,1447,,1111,4.0,1224,3.0,1342,,191,3.0
85,1377,4.0,452,5.0,247,,471,,1048,,1049,2.0,1037,,1102,1.0,1087,5.0,751,4.0
61,193,4.0,611,3.0,323,5.0,453,3.0,726,4.0,1611,5.0,1756,,1292,5.0,255,,15,
109,1296,4.0,945,4.0,914,,1316,,280,3.0,1210,1.0,1052,5.0,669,,509,,270,2.0
11,1155,4.0,836,,1205,4.0,1302,5.0,967,5.0,1496,5.0,937,,554,5.0,1515,,1438,
222,853,4.0,405,4.0,1221,4.0,1735,,24,,1307,,1692,4.0,397,4.0,734,4.0,622,
129,1012,4.0,1589,5.0,325,,838,,919,,504,5.0,924,5.0,268,5.0,557,5.0,622,5.0
129,1714,4.0,804,5.0,1684,5.0,1413,5.0,933,4.0,712,4.0,571,4.0,332,,221,,1167,
15,1410,,754,,1747,5.0,276,5.0,1380,5.0,1524,,309,5.0,886,5.0,1576,4.0,1675,
11,482,4.0,1315,5.0,643,4.0,1748,5.0,405,5.0,454,3.0,280,5.0,380,,109,4.0,1261,
85,353,5.0,1217,,1331,,611,,1140,4.0,901,5.0,566,4.0,663,,1479,3.0,1402,5.0
26,658,5.0,1491,,1523,2.0,1573,5.0,389,,230,4.0,854,,826,5.0,1613,4.0,911,4.0
190,1313,4.0,625,,579,4.0,517,,103,5.0,1399,4.0,1435,,62,,1711,2.0,1599,4.0
208,1473,5.0,65,5.0,244,4.0,886,,983,4.0,1368,4.0,1053,,1565,3.0,1678,,927,5.0
1,1680,2.0,1522,,1027,5.0,1157,,440,,1417,3.0,379,,1437,3.0,1454,1.0,1534,4.0
15,897,,658,,263,5.0,1514,,988,5.0,1693,4.0,1197,3.0,1599,4.0,831,5.0,463,
11,307,,1524,4.0,1141,,1638,4.0,651,,93,,845,5.0,383,3.0,1167,5.0,1023,5.0
11,1409,,1313,,168,2.0,857,4.0,315,5.0,300,,684,4.0,589,5.0,1453,,511,5.0
119,801,,146,4.0,1686,4.0,583,,104,,1209,4.0,1434,4.0,11,5.0,204,,877,5.0
43,1649,5.0,1665,,402,,1731,5.0,1060,5.0,453,5.0,853,4.0,391,4.0,1162,4.0,1693,
44,1269,4.0,1655,4.0,1688,3.0,1128,4.0,267,,1596,5.0,748,4.0,1341,,1358,3.0,46,
129,913,5.0,1266,,1301,5.0,181,,1206,,86,4.0,1721,5.0,1561,5.0,924,5.0,1021,
129,162,4.0,1538,,1170,4.0,1300,5.0,756,,295,,1566,4.0,1359,,303,5.0,1615,5.0
43,576,4.0,417,4.0,1475,,1523,4.0,867,,1254,5.0,696,4.0,921,5.0,1642,5.0,431,
49,562,,646,5.0,887,5.0,1065,,1497,4.0,348,4.0,12,4.0,461,3.0,733,,415,3.0
15,448,5.0,977,5.0,1700,,805,1.0,937,4.0,1579,,1003,5.0,606,,1695,4.0,1231,
1,32,,97,3.0,273,,1715,,1748,5.0,1269,4.0,1398,4.0,1196,4.0,1405,,1005,3.0
23,241,,625,,1717,4.0,1157,4.0,1637,4.0,727,5.0,1704,3.0,248,,667,,1327,5.0
16,16,5.0,1296,,1280,3.0,129,,98,5.0,921,,1065,4.0,505,5.0,1130,,75,3.0
23,145,4.0,868,,405,3.0,1061,,1622,4.0,233,1.0,362,5.0,1082,,878,4.0,510,
16,320,,259,5.0,243,5.0,1732,3.0,758,,903,5.0,279,,762,4.0,814,,95,3.0
15,1696,,883,5.0,197,,56,,697,5.0,298,4.0,61,5.0,654,5.0,1071,,1743,5.0
26,901,3.0,629,,1558,,489,5.0,1114,5.0,730,,330,4.0,986,5.0,1324,,1389,5.0
81,1298,,564,,1013,5.0,1189,5.0,1702,5.0,1319,,841,5.0,331,5.0,620,5.0,92,
16,1008,,626,3.0,949,3.0,1333,5.0,695,4.0,793,,1626,,171,3.0,1677,3.0,1247,
180,1136,5.0,1265,5.0,772,4.0,1479,2.0,743,3.0,216,,811,,860,,1309,,1199,4.0
44,1170,3.0,1730,4.0,1443,,1654,5.0,1718,,1014,5.0,327,,443,,523,3.0,639,5.0
11,497,4.0,1059,,647,4.0,1528,,905,3.0,650,5.0,1723,,220,5.0,1534,3.0,1391,3.0
44,864,5.0,1730,4.0,980,4.0,1669,4.0,262,,406,5.0,1591,3.0,1130,,972,4.0,1052,5.0
26,1505,,1442,5.0,1555,,1475,4.0,404,5.0,357,4.0,1382,,1641,,605,4.0,1567,5.0
44,321,,514,4.0,147,5.0,436,,772,5.0,1317,,759,3.0,1592,3.0,826,3.0,1038,
129,1042,,67,,1012,4.0,884,5.0,1652,4.0,1736,,633,5.0,603,3.0,1037,,1679,5.0
61,433,,1121,,482,,340,5.0,167,3.0,551,4.0,843,3.0,683,,573,5.0,1455,3.0
43,305,3.0,1425,5.0,1523,4.0,307,,1397,5.0,1078,,970,,1709,,781,3.0,1535,4.0
26,1424,5.0,1584,5.0,1571,5.0,645,5.0,438,3.0,1481,5.0,1625,,1037,,430,,1182,5.0
23,1312,4.0,802,5.0,674,5.0,340,4.0,1301,5.0,981,5.0,1414,4.0,332,4.0,1037,,1661,
11,1713,5.0,1491,,133,4.0,421,,342,4.0,792,4.0,1545,,1692,5.0,957,,607,3.0
129,1539,,1571,5.0,740,5.0,1668,5.0,484,5.0,1334,4.0,1080,,937,,1131,,636,5.0
44,1248,5.0,1665,,737,,1571,2.0,678,,824,4.0,360,5.0,1705,,618,3.0,1725,4.0
81,1697,5.0,1510,,1368,3.0,682,5.0,522,,843,5.0,27,4.0,1405,5.0,749,,799,5.0
183,848,,1745,4.0,449,5.0,1697,,1010,4.0,195,,692,5.0,134,4.0,967,5.0,1272,
208,161,4.0,529,,1603,4.0,1747,5.0,852,3.0,599,4.0,776,,1033,,1610,,415,4.0
129,1536,5.0,33,,1348,5.0,342,,1463,,1226,5.0,875,,188,3.0,1725,5.0,655,5.0
11,1232,,672,,528,5.0,1617,3.0,610,3.0,690,4.0,1347,,502,5.0,1116,,29,2.0
129,16,3.0,1154,5.0,467,5.0,422,5.0,390,5.0,1577,5.0,122,5.0,412,5.0,1646,,847,
38,611,,1510,,1750,4.0,793,5.0,347,5.0,1596,,765,4.0,254,3.0,799,,943,5.0
23,385,,1218,,242,5.0,388,,597,,839,5.0,1561,5.0,473,5.0,1356,3.0,1565,5.0
76,624,3.0,1410,3.0,866,,1250,3.0,37,,1173,2.0,1580,4.0,1534,5.0,1134,,1230,5.0
23,305,,788,4.0,132,5.0,1590,,1510,,780,5.0,92,4.0,189,,701,5.0,1294,5.0
15,304,2.0,1568,3.0,1396,,1284,4.0,517,5.0,229,3.0,584,,1291,4.0,1134,,687,5.0
15,128,,1153,5.0,610,,914,4.0,614,3.0,790,5.0,552,4.0,1064,,744,,1531,5.0
81,1682,,627,5.0,1621,5.0,1159,5.0,792,5.0,1720,4.0,813,,1518,2.0,1678,3.0,190,
208,1,,20,5.0,101,5.0,1448,5.0,1528,2.0,138,4.0,443,,315,5.0,524,,30,
208,1587,4.0,1699,2.0,661,5.0,341,5.0,1751,3.0,551,,1480,1.0,776,,1323,,46,
43,880,5.0,576,4.0,1649,5.0,1493,,309,5.0,342,,1638,4.0,743,4.0,237,,223,
11,1024,5.0,1536,,1014,4.0,839,5.0,778,5.0,795,4.0,1323,,765,4.0,1101,5.0,894,5.0
127,275,5.0,4,3.0,904,4.0,361,4.0,425,,266,,138,4.0,1566,,767,5.0,1711,5.0
246,817,5.0,1524,3.0,1751,,632,3.0,1528,4.0,971,4.0,252,,140,3.0,861,,1438,
0,448,3.0,322,2.0,547,3.0,1732,3.0,709,,25,5.0,299,,1195,3.0,1756,,1358,
81,1587,5.0,598,5.0,1031,5.0,360,,121,,1500,5.0,972,4.0,1485,5.0,750,5.0,1679,
8,642,,533,5.0,885,,1253,5.0,1206,4.0,1110,4.0,408,5.0,410,,1707,,573,5.0
11,832,3.0,1667,,947,,100,4.0,788,4.0,950,4.0,424,,505,5.0,76,3.0,1647,4.0
11,1187,5.0,1571,,1733,,406,5.0,439,3.0,103,4.0,472,3.0,1722,,874,4.0,1083,
15,1024,5.0,915,,1654,5.0,344,5.0,313,5.0,187,,411,5.0,1212,,63,4.0,207,4.0
15,880,5.0,1057,4.0,772,4.0,36,4.0,357,5.0,1576,4.0,664,,169,,1355,,1021,5.0
1,800,,1697,,1361,5.0,818,3.0,677,4.0,1622,,1208,4.0,1177,2.0,1274,3.0,717,2.0
23,1216,5.0,336,,1600,4.0,1250,4.0,1619,2.0,1047,5.0,1416,,1338,,1466,,877,4.0
11,432,,994,5.0,1698,,980,,565,5.0,342,4.0,983,,1388,3.0,749,4.0,815,4.0
8,675,4.0,1124,4.0,214,5.0,1239,,1447,,1591,3.0,1194,5.0,814,,1263,,447,4.0
8,1552,4.0,1745,4.0,145,3.0,1425,3.0,423,,186,4.0,826,,1052,5.0,1598,,1022,
222,1313,,1250,4.0,693,5.0,1621,5.0,1382,,934,3.0,72,,141,5.0,1327,5.0,1295,3.0
129,772,5.0,53,,167,5.0,519,5.0,1448,5.0,1353,,633,5.0,925,4.0,1101,,1263,4.0
81,544,5.0,738,5.0,293,5.0,1718,4.0,200,,360,,156,,765,5.0,1197,,1422,4.0
1,1601,,1266,5.0,196,,901,4.0,856,2.0,1448,3.0,1209,,91,2.0,1116,3.0,269,3.0
185,1616,,1634,4.0,1750,2.0,1222,3.0,1158,4.0,615,4.0,1720,,1194,,1722,5.0,701,5.0
81,64,5.0,577,4.0,932,5.0,517,3.0,1367,5.0,1239,3.0,1144,4.0,120,,59,,1599,
8,1186,3.0,115,5.0,259,5.0,1332,,597,,294,5.0,1542,3.0,203,,1565,4.0,77,5.0
8,1137,,402,4.0,706,,452,5.0,22,5.0,550,3.0,472,,92,5.0,173,,398,5.0
8,384,5.0,769,,434,5.0,610,,483,,1732,2.0,294,5.0,1099,5.0,445,4.0,878,
129,896,,724,,740,5.0,1494,5.0,1430,,1671,5.0,521,5.0,298,4.0,908,5.0,239,
8,833,,354,,418,5.0,1575,,39,,1224,3.0,1739,5.0,156,4.0,1006,5.0,623,4.0
8,608,4.0,820,5.0,1175,,1609,4.0,972,5.0,988,5.0,1133,,1534,,1598,,159,3.0
54,1219,,71,5.0,311,4.0,1064,,521,5.0,378,4.0,1547,,12,,1100,3.0,141,5.0
49,816,4.0,1521,,1010,5.0,1059,3.0,676,5.0,1607,4.0,1306,,1066,5.0,1515,,367,
43,673,,801,3.0,353,5.0,500,3.0,1702,,1433,5.0,809,,154,4.0,650,3.0,1101,
23,1728,5.0,1025,4.0,1041,5.0,2,4.0,706,5.0,1379,,1203,4.0,1195,,603,5.0,925,
81,736,5.0,1361,,194,5.0,2,3.0,855,5.0,633,5.0,1129,,1418,,764,,15,5.0
1,832,3.0,258,4.0,1635,4.0,275,,1011,3.0,86,,504,,1177,2.0,154,3.0,127,
129,289,5.0,337,,1205,5.0,1445,4.0,170,3.0,940,,1100,,957,,1725,5.0,1566,4.0
129,1570,,1010,5.0,726,5.0,535,5.0,394,4.0,442,3.0,1306,,1498,,1163,,669,3.0
208,1457,,897,3.0,1123,5.0,117,,1077,5.0,566,5.0,1702,,711,5.0,808,4.0,1054,5.0
11,929,,146,3.0,707,5.0,681,,41,3.0,267,,1195,5.0,1484,4.0,1325,1.0,46,4.0
40,1056,5.0,128,1.0,1313,,1460,5.0,277,,824,,1194,3.0,811,5.0,77,4.0,270,
81,897,4.0,258,5.0,1747,4.0,772,4.0,1465,,1577,5.0,457,,382,,686,,1182,5.0
44,1728,5.0,1025,5.0,1620,,1380,3.0,980,4.0,1108,,550,4.0,74,,1082,4.0,398,
44,1344,3.0,160,,1044,4.0,644,4.0,103,5.0,455,,585,4.0,857,,234,4.0,1372,
11,1665,,499,,1028,5.0,1189,5.0,1368,4.0,585,2.0,377,4.0,237,5.0,1389,3.0,1598,4.0
37,1488,4.0,1200,5.0,1235,2.0,132,,646,5.0,1606,4.0,1370,,1020,5.0,893,,334,3.0
26,225,,1557,,693,5.0,278,5.0,682,5.0,1194,4.0,619,4.0,27,,1166,,207,5.0
44,208,3.0,849,4.0,1366,5.0,824,4.0,1145,,154,4.0,1258,,1757,3.0,494,3.0,1439,
208,321,4.0,1122,2.0,707,4.0,564,,230,3.0,455,,903,5.0,1129,,1195,,237,5.0
16,1744,,1425,4.0,1474,,761,,490,1.0,378,3.0,1629,,1581,4.0,1662,2.0,846,3.0
15,1057,4.0,898,,740,5.0,236,,941,,77,4.0,1358,4.0,1102,4.0,1711,3.0,927,
190,1312,,1361,,722,4.0,51,2.0,263,3.0,1194,5.0,283,4.0,1565,5.0,877,4.0,1551,3.0
8,449,5.0,1346,,38,,774,,392,4.0,1705,,9,4.0,988,5.0,252,4.0,1375,3.0
1,176,4.0,132,3.0,804,3.0,1397,,902,,854,2.0,1288,,90,5.0,971,,445,2.0
219,1668,,1060,1.0,1317,,885,3.0,552,,424,4.0,1179,,508,2.0,765,4.0,175,3.0
23,432,4.0,888,5.0,824,4.0,376,,137,,121,,891,5.0,236,4.0,174,,223,5.0
119,16,,480,4.0,1377,5.0,1267,3.0,101,2.0,632,4.0,121,4.0,1243,,685,,927,
16,1696,4.0,592,3.0,1572,,1513,3.0,569,,1162,3.0,619,3.0,219,4.0,125,3.0,239,
44,1249,3.0,930,2.0,132,4.0,837,4.0,901,,1622,,136,4.0,154,4.0,491,,907,4.0
183,1441,4.0,643,4.0,1716,,1188,,456,2.0,1754,5.0,603,4.0,1291,,1677,,1054,5.0
129,64,5.0,962,,1731,3.0,549,,406,3.0,1113,,1530,5.0,378,,556,5.0,1053,4.0
44,1088,,467,,67,,986,4.0,1546,,1099,3.0,156,4.0,1421,5.0,125,5.0,254,4.0
11,240,,1713,5.0,625,,466,4.0,1172,3.0,1593,,42,,1691,5.0,491,5.0,572,5.0
129,913,5.0,386,5.0,199,5.0,952,4.0,968,5.0,428,,1309,3.0,1597,5.0,654,4.0,334,5.0
23,611,,275,,1734,3.0,1351,5.0,631,5.0,583,,1210,3.0,811,5.0,909,,575,5.0
26,306,4.0,1682,,1363,5.0,867,5.0,1555,,292,,935,,396,4.0,1004,4.0,351,4.0
16,1523,,1269,,677,4.0,1063,,1544,3.0,1608,4.0,1563,4.0,301,,622,3.0,223,3.0
15,1697,,385,5.0,1297,4.0,18,5.0,38,5.0,205,5.0,430,4.0,1390,,14,,942,
43,848,4.0,1744,,384,4.0,1265,5.0,195,5.0,1559,5.0,984,,459,,253,,781,3.0
274,1153,5.0,1634,,547,5.0,692,4.0,774,5.0,777,,986,,622,4.0,734,,623,4.0
23,52,4.0,132,5.0,277,5.0,183,4.0,1720,3.0,1707,5.0,1614,,270,,1390,,799,
208,1552,5.0,1637,4.0,551,,826,5.0,1547,5.0,1100,4.0,61,4.0,1406,,1150,,511,
8,1024,5.0,402,4.0,50,,1587,5.0,1333,5.0,949,5.0,487,2.0,1630,3.0,575,4.0,1391,5.0
81,82,5.0,355,4.0,230,4.0,264,,1561,5.0,1402,5.0,892,,445,,269,5.0,1727,
44,1473,2.0,1093,4.0,1158,4.0,1399,4.0,121,4.0,809,,428,4.0,525,4.0,510,,367,
83,274,,835,4.0,531,,262,4.0,1528,3.0,569,2.0,457,,505,,378,3.0,444,4.0
1,144,,97,3.0,18,3.0,1266,5.0,1491,,405,4.0,1591,3.0,360,,9,,831,5.0
8,176,,449,5.0,1267,,182,4.0,361,,987,3.0,1035,4.0,1054,5.0,734,4.0,1311,
16,1696,4.0,1013,3.0,425,,1401,3.0,841,,1341,5.0,1070,4.0,606,5.0,894,3.0,991,
49,178,,419,4.0,835,5.0,741,5.0,327,,695,,1737,,761,3.0,1099,5.0,254,4.0
81,1120,,834,5.0,164,,824,,537,5.0,1210,3.0,411,4.0,1470,,1246,5.0,430,4.0
23,1682,4.0,1170,5.0,1618,,870,5.0,167,5.0,1578,1.0,1179,,268,5.0,1533,4.0,1439,
15,1648,5.0,306,3.0,787,,1717,4.0,1111,4.0,1367,,873,3.0,825,,1514,,1069,5.0
129,1504,5.0,865,5.0,19,5.0,421,,1703,2.0,888,5.0,748,,541,5.0,526,,319,
15,1200,,1218,5.0,551,4.0,72,4.0,1320,1.0,1288,,1449,,234,,1275,3.0,734,5.0
11,640,4.0,609,5.0,881,3.0,769,4.0,290,4.0,147,,1383,,616,4.0,1051,4.0,251,4.0
15,704,,833,,657,4.0,787,,484,5.0,615,,521,5.0,972,4.0,1374,2.0,1102,4.0
26,1107,5.0,1747,4.0,1556,5.0,1542,,391,,1048,,1241,5.0,1178,,620,5.0,1740,2.0
11,1696,,1072,4.0,272,,1745,3.0,819,3.0,1654,4.0,23,,888,4.0,109,4.0,1486,
119,384,,81,4.0,1313,,72,5.0,954,4.0,1723,,476,,269,5.0,1421,3.0,1054,4.0
43,336,5.0,1043,,1589,5.0,630,,263,5.0,1209,5.0,793,5.0,155,,972,5.0,367,3.0
54,897,3.0,753,,1313,,1505,4.0,1365,,1685,5.0,1642,5.0,219,5.0,397,,1422,3.0
43,1123,5.0,1075,,277,,1433,5.0,1305,1.0,1609,5.0,362,,1534,5.0,479,,1407,5.0
