item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6,user-7,rating-7,user-8,rating-8
43,118,5.0,102,5.0,230,5.0,1751,,632,4.0,1499,,782,,270,4.0
23,99,4.0,245,,1125,,1014,5.0,1175,5.0,729,,1034,4.0,559,5.0
81,276,4.0,405,5.0,1671,5.0,1159,5.0,922,,187,,93,,62,4.0
11,146,3.0,420,4.0,1079,4.0,587,,1580,5.0,796,5.0,828,4.0,365,5.0
54,640,5.0,1712,5.0,1649,5.0,278,4.0,454,,1210,3.0,1724,,1438,
26,561,,657,5.0,418,,1364,2.0,804,5.0,309,5.0,1597,,125,5.0
119,1344,,594,5.0,34,4.0,82,5.0,1110,5.0,1015,5.0,984,,1580,3.0
1,1698,4.0,995,,1155,4.0,212,4.0,1464,,1341,5.0,510,,1375,3.0
85,1298,,1428,3.0,516,5.0,325,3.0,1606,5.0,1352,,172,,415,4.0
16,1121,,258,4.0,854,4.0,743,,24,,1193,4.0,1259,5.0,652,3.0
16,1232,,386,,404,,37,5.0,937,4.0,1259,5.0,1006,3.0,78,3.0
81,230,4.0,602,2.0,874,3.0,412,,974,5.0,126,5.0,926,5.0,1599,
69,1654,4.0,1414,4.0,215,,391,4.0,1131,3.0,924,5.0,108,,879,
26,1,,835,4.0,659,4.0,7,,1367,3.0,505,5.0,1450,,125,5.0
26,1123,4.0,1700,,1654,3.0,951,,1688,4.0,874,3.0,1149,5.0,702,5.0
44,464,,97,4.0,947,4.0,1128,4.0,312,,1449,4.0,1052,5.0,1278,5.0
8,880,5.0,816,3.0,34,5.0,1718,,359,,1529,5.0,1070,4.0,606,4.0
222,384,3.0,1427,,245,4.0,1606,5.0,1144,,1708,4.0,686,4.0,1054,4.0
208,305,3.0,1714,3.0,294,5.0,792,5.0,537,,1097,,1357,5.0,558,4.0
49,208,,960,,262,5.0,615,5.0,793,3.0,91,,350,5.0,1615,5.0
207,1377,3.0,19,4.0,1239,,1672,,217,4.0,1210,3.0,527,,1295,2.0
81,401,,291,,566,5.0,1482,4.0,603,4.0,1755,,972,4.0,1084,4.0
51,1410,5.0,68,,1639,,1047,4.0,873,3.0,555,5.0,461,,271,4.0
15,0,4.0,1552,5.0,722,4.0,707,3.0,171,,205,5.0,1663,4.0,15,
33,146,4.0,483,4.0,1060,,1222,4.0,758,,1752,4.0,1498,,1389,5.0
23,816,,529,5.0,837,4.0,1672,,1338,,74,4.0,109,5.0,1518,3.0
44,1249,3.0,306,3.0,1332,,7,,1515,2.0,428,4.0,1629,,270,5.0
11,1731,,1318,5.0,857,4.0,938,,1258,4.0,1756,1.0,1676,1.0,1663,
26,131,,676,5.0,1396,5.0,532,5.0,1478,,359,5.0,1593,4.0,1164,5.0
42,259,3.0,182,4.0,246,,330,4.0,171,,988,,572,3.0,188,3.0
49,801,4.0,290,5.0,102,5.0,1625,,106,5.0,1563,5.0,1165,3.0,1150,
16,962,4.0,323,,1237,5.0,489,4.0,634,5.0,1098,5.0,1691,4.0,380,
19,97,4.0,1026,4.0,1365,2.0,263,4.0,1064,,1017,4.0,827,,1005,4.0
44,1635,3.0,998,3.0,1336,5.0,184,,1129,,1244,4.0,653,,1295,4.0
43,738,5.0,612,,999,5.0,1127,4.0,71,4.0,1432,,248,,78,4.0
49,132,,1205,5.0,790,,1159,,1607,4.0,392,5.0,1134,4.0,1182,3.0
44,499,3.0,883,3.0,403,,1527,,856,5.0,731,5.0,847,5.0,159,5.0
208,1056,,1058,4.0,167,4.0,1626,,540,5.0,126,3.0,1102,,1375,3.0
44,625,2.0,404,,1460,4.0,276,4.0,1447,,1465,,558,4.0,207,3.0
245,864,,640,,322,5.0,869,3.0,294,5.0,1686,,1564,5.0,238,3.0
9,1410,,547,3.0,1433,4.0,746,,284,4.0,1484,2.0,1135,,831,3.0
16,832,3.0,1381,3.0,1638,2.0,329,2.0,1658,3.0,1036,5.0,541,,383,4.0
15,1552,5.0,209,,1716,,1543,,1111,4.0,87,5.0,365,5.0,254,3.0
127,832,4.0,112,,1634,3.0,1491,4.0,40,,520,5.0,236,,1086,5.0
26,1328,4.0,384,,50,5.0,1364,2.0,1750,,1351,5.0,1672,,410,4.0
8,1410,,1091,,643,5.0,1299,3.0,1285,3.0,317,4.0,1198,,1518,2.0
15,1248,2.0,288,4.0,438,4.0,1046,,921,4.0,589,,94,,1615,4.0
23,1267,5.0,371,,533,,1189,5.0,870,5.0,166,5.0,105,,747,4.0
54,1617,,645,,586,5.0,1131,5.0,1260,5.0,573,5.0,1375,3.0,223,4.0
49,354,,322,4.0,1347,5.0,1381,5.0,1402,4.0,1226,,750,5.0,542,2.0
81,1633,,897,4.0,722,,453,4.0,439,4.0,25,5.0,1578,5.0,1420,
193,1539,4.0,52,5.0,709,3.0,614,3.0,1274,4.0,60,,991,,1135,
15,465,4.0,1044,4.0,452,4.0,313,5.0,795,5.0,219,5.0,684,,1391,5.0
1,481,,1218,,1699,2.0,677,4.0,405,4.0,521,4.0,1274,3.0,286,
26,898,,820,,197,4.0,885,4.0,262,3.0,870,4.0,1575,,862,5.0
19,833,,1203,,932,3.0,1397,,1398,4.0,1256,4.0,1020,4.0,364,4.0
51,1539,,691,4.0,452,5.0,39,5.0,122,5.0,1099,5.0,605,,302,
81,52,4.0,1062,,600,,808,,1481,4.0,953,5.0,363,1.0,670,5.0
129,227,5.0,212,5.0,1205,5.0,1497,5.0,713,4.0,1209,4.0,794,,414,
23,434,5.0,980,5.0,1156,5.0,874,5.0,283,4.0,1004,,318,,143,
40,1331,,1061,5.0,1302,5.0,762,,379,,558,4.0,1502,4.0,254,3.0
8,1072,5.0,1585,,1687,,1593,,573,5.0,1054,5.0,94,4.0,351,3.0
81,241,3.0,929,5.0,1523,5.0,1445,,1141,,713,4.0,1641,5.0,202,
8,1584,,1056,3.0,1396,5.0,166,3.0,508,5.0,989,,93,,206,5.0
44,1185,4.0,1026,5.0,996,4.0,341,3.0,965,5.0,1624,,1113,4.0,842,3.0
11,226,,757,,438,3.0,1431,,631,5.0,1642,4.0,874,4.0,892,5.0
19,0,5.0,1025,5.0,962,1.0,1026,4.0,1493,,922,3.0,157,,1725,4.0
127,96,,1379,4.0,1732,,597,,1079,4.0,72,5.0,1194,5.0,1228,4.0
222,274,,1186,4.0,627,4.0,1348,,567,4.0,1607,,1581,3.0,1135,4.0
11,1713,5.0,834,4.0,1525,,681,,249,4.0,1178,,284,5.0,191,3.0
81,753,,933,,806,4.0,998,5.0,1399,4.0,152,5.0,105,,1614,5.0
129,1089,5.0,161,,1223,,697,4.0,971,5.0,1549,2.0,1725,5.0,1486,
193,786,,1554,5.0,20,5.0,1317,5.0,776,,1098,5.0,1418,4.0,1547,5.0
44,513,5.0,306,3.0,130,,1113,4.0,845,5.0,1149,,877,5.0,1357,4.0
23,432,4.0,657,5.0,311,5.0,616,5.0,392,5.0,1241,5.0,1674,5.0,15,
129,832,5.0,1699,5.0,1381,5.0,603,3.0,1212,,157,,110,,111,4.0
49,176,,226,5.0,1203,4.0,1140,,1446,,123,4.0,955,5.0,62,5.0
129,1504,5.0,1219,,53,,1270,3.0,278,,1705,5.0,430,4.0,1679,5.0
23,144,5.0,1218,,998,5.0,823,3.0,1450,3.0,219,5.0,60,,12,5.0
11,1520,3.0,885,,886,5.0,839,5.0,1353,5.0,523,4.0,1053,,1326,
26,243,,420,,823,1.0,7,,393,5.0,953,5.0,331,3.0,1295,4.0
49,592,,579,,452,5.0,1300,4.0,1062,,359,5.0,1225,4.0,1450,3.0
81,290,5.0,1668,,1414,3.0,1082,,828,3.0,365,,13,5.0,575,5.0
36,337,5.0,930,,227,4.0,1252,3.0,453,3.0,1673,,303,2.0,1631,
183,1568,4.0,146,4.0,243,5.0,1013,4.0,1622,,1720,4.0,152,,1387,
200,1537,4.0,820,3.0,618,3.0,58,,1179,,1643,3.0,1086,5.0,751,
26,402,4.0,821,4.0,918,,182,4.0,1576,,874,3.0,717,2.0,1007,
129,1200,5.0,1297,,438,,1591,2.0,314,5.0,701,,397,5.0,1263,4.0
23,800,,1410,2.0,1204,,677,4.0,473,5.0,1130,5.0,1437,,1534,4.0
81,1090,,451,3.0,1253,5.0,53,5.0,935,5.0,1368,3.0,857,5.0,714,
51,1252,5.0,1733,2.0,106,5.0,173,,605,,1006,5.0,1438,,527,4.0
43,326,3.0,1383,4.0,1671,1.0,1002,3.0,1674,5.0,158,5.0,415,4.0,303,
169,1537,5.0,1363,,1031,,1688,3.0,1181,4.0,286,5.0,894,3.0,47,
274,755,4.0,627,4.0,1172,,309,4.0,166,4.0,1480,4.0,236,,159,
63,1669,4.0,150,3.0,151,,1128,3.0,168,5.0,1593,,1101,,1423,3.0
81,416,5.0,752,,1459,,101,5.0,742,,150,5.0,507,5.0,315,5.0
140,1376,,497,3.0,1666,2.0,1682,3.0,821,4.0,1689,4.0,1225,,415,
222,1250,4.0,1478,3.0,1544,5.0,1001,3.0,650,,1629,,253,,1599,3.0
358,912,,177,3.0,980,4.0,1669,,1016,5.0,1688,3.0,216,,1503,3.0
81,672,,1651,5.0,212,5.0,1242,4.0,1358,5.0,238,,495,4.0,319,4.0
23,178,4.0,1747,,1061,,1157,4.0,938,,74,4.0,1501,5.0,719,4.0
68,1377,4.0,146,5.0,930,,1683,,917,3.0,585,3.0,924,3.0,956,
16,832,3.0,867,3.0,595,4.0,374,2.0,663,,311,4.0,1611,3.0,1677,3.0
16,213,5.0,1304,2.0,1032,3.0,233,4.0,873,,89,3.0,1454,1.0,206,4.0
16,643,5.0,694,4.0,1144,,392,4.0,490,1.0,878,,1167,5.0,959,
16,1489,2.0,866,3.0,914,3.0,483,4.0,1588,3.0,613,5.0,21,,319,4.0
23,288,,1188,4.0,708,5.0,184,,1720,3.0,1577,5.0,650,,447,5.0
16,481,3.0,1155,,1732,3.0,1302,5.0,1671,,1607,3.0,616,4.0,703,5.0
208,1698,3.0,114,,1699,2.0,294,5.0,247,4.0,937,,1259,5.0,652,
127,1696,5.0,882,,1685,5.0,1398,4.0,1354,3.0,970,5.0,891,,286,4.0
15,1297,4.0,802,5.0,1625,,1001,,1274,,1642,3.0,1677,3.0,1277,4.0
81,529,4.0,114,5.0,1123,4.0,966,,411,4.0,1179,,860,5.0,255,
44,1456,,1219,,1399,4.0,839,5.0,1210,4.0,732,4.0,141,3.0,1565,5.0
129,1170,4.0,738,5.0,1396,,1448,5.0,1243,,397,5.0,1182,4.0,1343,
83,736,,484,3.0,1398,4.0,999,3.0,1432,4.0,1419,,654,,1343,4.0
11,1681,,931,,485,4.0,1702,,103,4.0,1547,4.0,397,5.0,63,3.0
109,593,,1377,5.0,658,,1525,5.0,970,5.0,1211,,221,4.0,351,5.0
81,306,5.0,1652,4.0,1029,,1270,3.0,502,2.0,504,,24,5.0,1706,4.0
16,464,3.0,592,3.0,82,5.0,229,5.0,422,5.0,1180,,1405,,845,4.0
43,1200,,225,5.0,997,5.0,1286,5.0,1031,4.0,359,,396,,1741,4.0
219,1154,3.0,484,4.0,1588,5.0,1444,,455,5.0,647,5.0,299,,155,5.0
11,1360,,1378,,707,5.0,355,5.0,789,5.0,949,4.0,1670,3.0,303,4.0
49,2,3.0,1203,4.0,709,3.0,389,4.0,406,5.0,150,,1244,,989,3.0
11,403,4.0,1317,5.0,1048,5.0,872,4.0,1352,,587,,1596,4.0,1647,4.0
129,853,,855,5.0,872,4.0,954,5.0,987,5.0,1053,4.0,1311,,1359,
310,1584,5.0,1041,,529,5.0,1702,,347,5.0,1340,4.0,1149,,1071,4.0
15,481,,83,5.0,787,,1029,4.0,1623,,409,5.0,393,5.0,494,4.0
19,1345,1.0,897,4.0,100,3.0,1211,,828,4.0,1500,,638,,958,4.0
8,528,5.0,259,5.0,1128,5.0,888,4.0,1736,,665,4.0,1149,,31,5.0
23,1057,3.0,1314,4.0,1000,,874,5.0,122,5.0,267,,1515,5.0,204,
26,784,,306,4.0,338,3.0,1667,4.0,1541,4.0,743,5.0,1659,,1551,4.0
1,976,3.0,769,4.0,1410,,1747,5.0,1333,4.0,1544,4.0,1613,,478,
81,1744,5.0,306,5.0,730,,316,4.0,621,4.0,605,4.0,478,,1054,5.0
16,306,4.0,1236,,1588,3.0,1541,3.0,390,3.0,1164,4.0,29,5.0,1519,
208,176,,227,3.0,1686,4.0,1255,,1175,4.0,664,4.0,875,3.0,1199,5.0
0,64,3.0,1314,4.0,1394,,804,3.0,933,,1542,,1177,3.0,670,3.0
23,338,4.0,550,,585,5.0,1721,,235,4.0,460,3.0,284,,271,4.0
15,1554,,210,,1427,,580,5.0,1095,5.0,874,4.0,1563,5.0,591,4.0
23,961,5.0,310,5.0,374,,408,,1257,,1578,1.0,347,5.0,524,4.0
85,1520,2.0,1301,5.0,727,4.0,1337,4.0,1694,5.0,750,,1455,,1391,
11,1344,3.0,1024,5.0,977,3.0,1475,,1539,,709,,969,5.0,815,4.0
23,562,5.0,404,,133,5.0,166,5.0,249,4.0,745,,621,4.0,1263,
54,755,5.0,1348,,119,4.0,1544,4.0,1688,1.0,1097,,1450,4.0,170,
49,562,,708,,932,3.0,69,4.0,315,4.0,13,3.0,333,5.0,1359,
129,561,3.0,1345,,373,,332,,1228,5.0,365,5.0,47,4.0,191,4.0
49,513,5.0,1414,4.0,759,3.0,1656,,220,,1453,,1005,5.0,671,3.0
43,1025,4.0,113,4.0,834,,53,,86,5.0,758,,734,5.0,111,4.0
193,1713,5.0,402,,1427,,1556,,762,4.0,237,4.0,1757,4.0,1310,4.0
16,1301,4.0,902,,1607,3.0,1144,,714,,172,5.0,686,3.0,31,4.0
23,1456,,786,5.0,34,4.0,52,4.0,566,5.0,487,,685,5.0,1645,
277,276,3.0,228,3.0,166,4.0,1479,2.0,570,,1354,,300,,78,2.0
16,624,5.0,691,4.0,1251,4.0,1655,,1704,,1563,4.0,1247,,1615,3.0
23,706,5.0,1506,4.0,1299,4.0,915,5.0,1684,4.0,1320,,539,5.0,684,
183,512,4.0,1572,,485,,1354,4.0,1611,4.0,397,4.0,1102,3.0,767,4.0
16,1619,4.0,1523,,1140,3.0,806,1.0,536,,985,3.0,44,,1198,4.0
16,608,4.0,146,3.0,1027,4.0,837,5.0,1237,5.0,661,,251,3.0,1647,4.0
85,576,5.0,1522,,1748,5.0,246,4.0,1735,5.0,72,,555,4.0,908,
1,880,,184,,1688,2.0,283,,619,4.0,1244,5.0,109,5.0,1565,4.0
51,1312,,452,5.0,968,4.0,809,5.0,1417,5.0,490,,1036,4.0,1309,5.0
85,560,,577,,1506,4.0,963,4.0,1686,1.0,198,4.0,311,4.0,59,
44,864,5.0,1041,4.0,100,,1464,,1001,3.0,138,5.0,940,,1551,4.0
43,83,5.0,195,5.0,867,,985,5.0,603,4.0,251,4.0,861,,1151,
8,656,,100,5.0,1077,5.0,1753,5.0,299,3.0,1516,,1740,4.0,415,3.0
15,1184,4.0,258,5.0,1110,5.0,999,,681,4.0,363,,573,5.0,334,2.0
193,771,,1044,5.0,1414,,1256,,1561,4.0,1609,5.0,1357,3.0,1711,5.0
44,1009,,659,,243,5.0,899,,1013,5.0,103,5.0,1146,4.0,490,1.0
43,993,,738,5.0,824,4.0,840,4.0,1516,,988,4.0,526,5.0,1359,
23,1714,4.0,1588,3.0,1093,5.0,149,,679,4.0,1175,5.0,248,,717,5.0
208,1361,5.0,34,2.0,1364,4.0,1076,,148,,298,4.0,285,,447,5.0
16,1380,3.0,1348,,20,4.0,1205,4.0,885,3.0,616,4.0,1338,3.0,766,5.0
208,691,5.0,133,4.0,935,5.0,1096,3.0,360,,1721,,1466,,207,3.0
43,1698,5.0,578,,358,,1654,5.0,1383,4.0,154,4.0,427,4.0,1549,2.0
16,401,2.0,691,4.0,211,,547,4.0,692,4.0,278,3.0,663,,1417,4.0
44,1296,4.0,49,,673,,1009,,200,3.0,1242,3.0,699,5.0,1342,4.0
23,401,,1154,5.0,99,4.0,519,5.0,554,5.0,1229,,1501,5.0,1069,
145,1297,3.0,259,3.0,227,4.0,1702,,696,3.0,10,,235,3.0,975,4.0
51,790,,1607,,138,4.0,364,5.0,13,3.0,477,,702,5.0,1695,4.0
127,1056,,1216,,1409,5.0,1399,4.0,1512,4.0,938,,254,3.0,958,4.0
16,928,3.0,561,5.0,214,4.0,1336,,104,,41,4.0,1419,,1739,4.0
81,65,5.0,1045,,247,,104,4.0,1720,4.0,1100,4.0,1070,4.0,287,
15,272,5.0,998,4.0,345,,634,,1258,5.0,1388,3.0,925,4.0,1534,3.0
49,145,4.0,851,3.0,1459,,356,,759,3.0,1304,5.0,1149,4.0,926,4.0
208,1568,,1072,4.0,1600,2.0,48,,247,4.0,40,,428,4.0,1199,5.0
86,1504,4.0,434,5.0,291,,1511,,330,4.0,1499,,989,3.0,623,3.0
208,160,5.0,721,,677,4.0,759,5.0,729,,1644,,445,5.0,1613,4.0
129,273,5.0,1410,4.0,376,,1642,4.0,604,5.0,1357,,718,,1038,5.0
23,1154,5.0,1011,,499,,1573,,1078,5.0,1287,5.0,1351,5.0,1528,4.0
8,625,3.0,179,3.0,1284,3.0,212,5.0,1701,,1687,,987,3.0,300,
44,992,,625,2.0,1701,5.0,583,4.0,1239,5.0,1208,,265,,654,5.0
76,896,5.0,369,,1203,5.0,965,4.0,774,,1480,3.0,1530,5.0,1051,
81,1554,,1060,5.0,1463,4.0,666,5.0,458,,811,5.0,605,4.0,1262,
81,1377,4.0,801,,1267,5.0,1637,2.0,1718,4.0,1400,5.0,1210,3.0,414,5.0
81,1184,3.0,432,,1025,5.0,168,5.0,1097,,730,,925,5.0,878,5.0
16,1682,4.0,99,4.0,506,5.0,411,,732,3.0,958,,414,,447,5.0
1,1088,,736,5.0,1441,3.0,1682,4.0,1189,3.0,1257,,31,4.0,1007,
16,897,3.0,114,,86,4.0,808,,571,5.0,1324,,1581,4.0,1181,5.0
15,738,5.0,788,4.0,486,4.0,1720,3.0,537,,123,5.0,221,5.0,206,5.0
11,448,4.0,1669,,1734,,536,,843,5.0,1068,3.0,316,4.0,287,4.0
19,868,,758,4.0,1638,3.0,855,5.0,1066,,731,3.0,1454,,830,5.0
43,1008,,1155,3.0,1670,4.0,1223,3.0,759,,1497,4.0,478,5.0,415,4.0
183,336,4.0,1025,5.0,1460,4.0,1637,,1240,,316,4.0,349,,1278,3.0
62,864,5.0,1684,,1158,,263,2.0,713,4.0,506,,1310,5.0,430,3.0
81,532,4.0,37,,1349,4.0,1047,5.0,26,5.0,474,,61,5.0,734,4.0
127,1632,5.0,1618,,325,5.0,1270,5.0,263,4.0,1287,4.0,1690,,1757,4.0
11,1651,4.0,1491,,1735,1.0,76,3.0,1101,5.0,1277,,1215,,1647,4.0
138,1217,3.0,294,4.0,1670,1.0,456,,1017,4.0,762,3.0,1405,,1135,
44,1568,,1633,,1047,5.0,376,,1001,3.0,858,4.0,156,4.0,1117,3.0
11,192,4.0,320,,1393,,533,5.0,888,4.0,200,3.0,525,5.0,1646,
85,97,,1748,5.0,981,5.0,405,4.0,1222,3.0,72,,572,4.0,813,
149,480,5.0,1617,,1138,3.0,708,,932,4.0,1141,4.0,789,4.0,1639,
208,721,,851,5.0,308,3.0,566,5.0,1321,,223,,1023,5.0,191,5.0
26,1248,,1652,4.0,102,5.0,966,5.0,1462,5.0,283,,205,4.0,1549,
54,256,,996,5.0,1209,5.0,1466,4.0,1002,,410,,970,5.0,892,5.0
1,1682,4.0,1554,3.0,1124,3.0,504,,106,5.0,1675,4.0,1422,,559,
1,1217,4.0,163,4.0,1156,,54,4.0,1350,,188,3.0,1660,,1181,5.0
44,306,3.0,1253,4.0,54,4.0,602,2.0,699,5.0,478,,1358,3.0,527,
208,228,2.0,1732,4.0,1206,,1146,4.0,1386,,1227,,1357,5.0,126,3.0
16,944,,609,3.0,854,4.0,1175,2.0,839,4.0,1671,,522,3.0,1486,
43,913,3.0,643,4.0,1749,,1561,4.0,89,,1660,5.0,1628,,925,1.0
26,50,5.0,1526,,439,5.0,729,,633,2.0,475,5.0,93,,175,5.0
81,849,3.0,1315,,1748,5.0,772,4.0,1684,,1607,,1403,4.0,271,3.0
16,624,5.0,816,,161,,610,3.0,488,,457,4.0,906,4.0,398,5.0
22,1713,,178,5.0,6,2.0,1095,,983,2.0,1511,,1192,3.0,415,2.0
83,177,4.0,20,4.0,1508,,1206,,8,4.0,109,5.0,1727,,1711,4.0
183,352,3.0,1475,4.0,931,5.0,405,5.0,264,,1337,,634,5.0,540,
15,1121,5.0,82,4.0,1448,,217,5.0,473,4.0,729,,1754,,990,5.0
282,1490,,1523,,628,,263,4.0,650,3.0,603,4.0,1084,3.0,78,2.0
1,1664,3.0,1253,4.0,632,3.0,746,,732,4.0,1470,3.0,719,,1359,
23,1556,,997,5.0,1669,5.0,1494,5.0,1580,5.0,413,,701,5.0,142,5.0
32,1536,5.0,1268,,36,5.0,1000,,410,4.0,1084,4.0,1406,,1679,5.0
183,1649,5.0,1396,3.0,1175,5.0,1736,,89,4.0,1706,4.0,1643,,1179,
37,1552,5.0,672,4.0,277,4.0,1543,,1513,4.0,1705,4.0,1066,5.0,1629,
222,449,4.0,1122,4.0,1042,,1650,5.0,1271,,553,,477,2.0,639,5.0
83,1712,,679,4.0,378,3.0,251,5.0,588,,1580,4.0,1036,5.0,589,
26,1683,,900,3.0,1573,5.0,662,4.0,919,,201,,75,4.0,1020,1.0
49,1169,5.0,529,4.0,1314,4.0,730,4.0,427,,589,,430,4.0,1614,
11,1730,,722,3.0,246,5.0,1270,5.0,1723,,317,3.0,1358,4.0,735,5.0
11,192,4.0,1490,1.0,1379,,1267,3.0,1653,,133,4.0,950,4.0,1548,
15,103,,1655,4.0,1640,4.0,138,5.0,1420,,590,5.0,1422,5.0,767,4.0
15,928,,1472,5.0,594,5.0,195,4.0,150,3.0,1161,3.0,444,3.0,1613,
107,18,3.0,1460,,1334,3.0,1210,1.0,1131,4.0,620,,1676,,605,3.0
16,1508,,870,3.0,777,3.0,985,3.0,1738,2.0,890,4.0,205,,959,
0,1280,,1027,4.0,804,3.0,261,,1077,,1303,4.0,696,4.0,281,2.0
23,209,4.0,1315,,932,5.0,438,5.0,282,,442,,1564,5.0,910,5.0
107,612,3.0,1398,4.0,1017,3.0,859,3.0,1756,3.0,348,,957,,1614,
222,1138,5.0,820,4.0,213,,406,4.0,1608,4.0,1401,,284,,974,4.0
15,226,5.0,994,,277,4.0,631,3.0,1210,3.0,251,3.0,621,4.0,1631,1.0
43,528,4.0,321,3.0,1618,,115,,90,5.0,1165,,1503,5.0,191,4.0
11,1362,,99,4.0,133,4.0,1302,5.0,441,4.0,844,,524,,206,4.0
16,592,3.0,1060,5.0,1685,5.0,533,4.0,118,,571,5.0,444,4.0,157,
43,544,,643,4.0,484,5.0,424,5.0,1352,,281,4.0,891,5.0,924,4.0
38,242,4.0,19,,1158,5.0,648,,874,4.0,1130,,1407,5.0,1743,4.0
8,182,4.0,1047,5.0,952,,809,,281,5.0,634,4.0,812,,1356,3.0
110,208,4.0,674,,483,4.0,468,3.0,263,4.0,107,4.0,956,,47,
153,1393,,596,3.0,1109,1.0,7,3.0,1163,,300,,221,2.0,1629,1.0
44,576,5.0,225,5.0,709,,1062,4.0,151,,138,5.0,379,,316,4.0
8,224,,692,4.0,1670,2.0,1399,4.0,1144,4.0,57,,697,5.0,605,5.0
26,658,5.0,757,3.0,1480,3.0,553,5.0,26,4.0,59,,510,,990,4.0
15,736,,145,,1298,4.0,853,4.0,1018,5.0,174,,398,5.0,1679,4.0
16,1441,,568,4.0,1593,,603,4.0,1371,,734,3.0,926,5.0,447,5.0
11,1745,3.0,212,4.0,855,5.0,1272,,1065,4.0,1611,4.0,1500,,1100,4.0
1,704,,662,5.0,186,3.0,300,5.0,1309,5.0,750,,350,,351,3.0
44,114,,1154,3.0,1748,5.0,597,,1206,3.0,887,5.0,1594,4.0,364,
64,64,2.0,1345,3.0,690,2.0,322,,1027,2.0,1236,,1276,1.0,303,
16,32,5.0,481,3.0,241,,1093,4.0,309,4.0,502,4.0,458,5.0,1581,4.0
119,33,5.0,546,,309,4.0,1253,4.0,647,4.0,409,4.0,858,,398,4.0
44,1075,5.0,1336,5.0,905,4.0,841,,508,4.0,1389,,335,,1631,3.0
19,881,,1746,,227,2.0,1685,4.0,1577,4.0,1757,,1150,4.0,303,3.0
63,737,,1329,5.0,2,4.0,306,3.0,1123,4.0,1301,,1654,4.0,1177,
23,576,4.0,577,,1189,5.0,730,2.0,1451,5.0,1323,,655,4.0,1135,
15,594,5.0,1092,,1061,,7,,888,4.0,762,5.0,922,5.0,47,5.0
81,1008,,292,,1574,,441,5.0,1754,4.0,107,4.0,1677,5.0,495,4.0
11,1153,5.0,369,,1682,,389,4.0,1494,,166,5.0,857,4.0,734,5.0
21,1281,,1748,5.0,87,4.0,217,4.0,58,,1052,4.0,941,,1199,4.0
15,371,5.0,1748,,438,4.0,392,5.0,1131,,252,,1534,3.0,1663,4.0
23,1267,5.0,691,,1384,,409,5.0,1034,4.0,1642,4.0,492,4.0,782,
11,736,5.0,1185,,418,5.0,36,,314,3.0,1228,5.0,924,2.0,1006,4.0
129,16,3.0,1393,2.0,691,5.0,1411,,1654,5.0,1209,4.0,651,5.0,829,
61,656,,1524,5.0,424,3.0,1482,3.0,109,3.0,445,,1119,5.0,1215,
109,1282,4.0,1747,5.0,1621,,230,4.0,792,,1707,,603,4.0,732,4.0
85,1425,4.0,738,4.0,1492,,1578,3.0,1451,,1660,4.0,1020,3.0,636,
16,147,4.0,374,2.0,1750,4.0,1226,,810,,1435,,956,5.0,909,5.0
49,337,,1138,4.0,1396,4.0,1301,5.0,69,4.0,409,5.0,873,4.0,1614,
44,564,,1446,,856,5.0,697,4.0,1563,,844,3.0,1501,4.0,1518,3.0
145,1297,3.0,1282,4.0,1586,5.0,402,,179,,1590,,311,4.0,831,2.0
23,880,,1748,,310,5.0,1255,4.0,1499,5.0,187,,140,5.0,1581,4.0
44,1280,4.0,1232,4.0,562,,1126,,247,,716,3.0,734,4.0,638,4.0
15,112,3.0,1472,5.0,1507,,1124,5.0,404,5.0,710,,1448,,1006,5.0
129,1010,5.0,484,5.0,469,,1158,3.0,199,5.0,665,,1146,,540,5.0
26,736,,1012,3.0,1236,,437,5.0,1479,4.0,1756,4.0,495,4.0,1167,
38,737,5.0,1441,4.0,786,,1010,4.0,979,,1333,3.0,905,,351,4.0
23,1696,5.0,642,,612,4.0,277,5.0,534,,618,4.0,1499,5.0,749,
15,337,4.0,131,,580,5.0,167,4.0,1100,4.0,1660,5.0,61,5.0,302,
146,1297,4.0,1284,3.0,1093,4.0,69,3.0,760,,808,,713,3.0,606,
225,1728,5.0,928,,1521,,1030,5.0,694,4.0,1608,3.0,91,,347,2.0
11,48,,81,4.0,200,3.0,297,5.0,477,,669,,462,4.0,1711,5.0
127,1216,,1301,4.0,294,5.0,1078,,519,5.0,903,5.0,1210,,140,5.0
26,1728,3.0,0,4.0,1713,5.0,1415,,537,4.0,619,4.0,876,5.0,191,
26,1472,,309,5.0,565,4.0,296,5.0,393,5.0,697,5.0,1372,,1117,4.0
15,1476,4.0,53,,1495,,72,4.0,137,,1005,4.0,1181,4.0,221,5.0
134,869,4.0,101,2.0,1685,4.0,1302,,1369,,1483,4.0,956,3.0,781,
24,196,,1205,4.0,999,1.0,695,,632,2.0,889,,735,3.0,815,2.0
44,1682,4.0,1556,5.0,150,,647,4.0,1624,,280,4.0,76,5.0,1551,4.0
146,1153,4.0,228,3.0,1012,4.0,405,2.0,1110,5.0,1128,,1017,4.0,1274,
16,931,,1156,3.0,374,2.0,886,3.0,1593,,507,4.0,1309,4.0,590,
76,448,3.0,577,1.0,456,4.0,1274,5.0,1114,,587,3.0,459,,1358,
