item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6
76,1297,,883,4.0,184,4.0,651,3.0,1438,,1518,5.0
85,1649,3.0,1427,,888,5.0,1020,3.0,1565,3.0,45,
51,353,5.0,1492,5.0,1703,,1608,,1676,5.0,1181,5.0
37,1573,,357,,967,5.0,824,3.0,1564,4.0,1357,5.0
208,294,5.0,1274,4.0,1213,3.0,1277,,286,,1599,5.0
190,1233,4.0,1313,4.0,1094,,603,4.0,123,4.0,253,
43,146,5.0,371,5.0,1434,4.0,846,,430,,894,2.0
16,113,4.0,1363,,643,5.0,602,2.0,686,3.0,911,
33,480,4.0,532,4.0,1623,4.0,888,4.0,973,4.0,1742,
129,17,3.0,1460,3.0,1305,,633,5.0,1053,4.0,1166,
37,274,,851,5.0,725,,104,4.0,713,4.0,1610,5.0
86,274,4.0,566,,891,4.0,988,1.0,620,4.0,127,
40,132,5.0,1141,,1448,5.0,461,4.0,206,,607,4.0
119,183,2.0,1352,,121,4.0,1561,5.0,1546,,1052,5.0
124,1584,,1603,1.0,997,5.0,8,4.0,1643,3.0,621,5.0
23,97,5.0,2,4.0,550,,393,5.0,252,,271,4.0
278,421,,54,3.0,375,1.0,1164,4.0,301,4.0,494,
71,1664,4.0,290,5.0,1747,4.0,10,5.0,203,,620,
26,1328,4.0,256,4.0,497,,1601,4.0,77,4.0,1503,4.0
11,405,5.0,1143,,632,3.0,1353,5.0,571,5.0,1710,3.0
16,448,3.0,229,5.0,1752,,828,3.0,270,,447,5.0
61,338,3.0,843,3.0,1548,,1198,,1071,4.0,943,4.0
11,773,5.0,217,4.0,842,4.0,747,5.0,1277,,719,
127,928,,1380,4.0,696,4.0,1354,3.0,379,4.0,367,
26,707,,1654,3.0,839,5.0,567,4.0,1335,5.0,476,
44,1297,,1463,4.0,1608,4.0,477,1.0,1533,4.0,734,4.0
43,272,,322,5.0,1396,5.0,1493,,473,5.0,1407,5.0
71,336,,726,5.0,919,,136,5.0,1241,5.0,1487,5.0
23,1584,,1299,4.0,1300,3.0,405,3.0,328,,734,4.0
205,49,4.0,1698,4.0,1651,3.0,1667,3.0,421,,1580,5.0
23,1168,5.0,1542,4.0,1686,3.0,1111,5.0,711,5.0,1303,4.0
44,134,4.0,57,,537,3.0,218,5.0,221,5.0,975,
274,561,5.0,722,3.0,1203,4.0,1481,4.0,1069,,478,
287,864,4.0,451,3.0,1556,4.0,1446,,1270,,890,2.0
113,1144,4.0,1128,,1051,,411,4.0,571,5.0,1214,5.0
42,1025,4.0,101,3.0,1078,,182,4.0,747,,1183,5.0
207,192,4.0,1633,,1203,,1157,5.0,762,3.0,926,5.0
33,769,,259,3.0,292,,1141,4.0,1111,3.0,1295,3.0
180,561,4.0,1588,3.0,309,4.0,1177,,697,2.0,1614,
83,306,5.0,1124,4.0,489,5.0,1705,,1533,5.0,1583,
62,1539,,614,4.0,823,5.0,1293,4.0,893,,590,3.0
180,1699,3.0,1523,,982,,1415,3.0,104,3.0,842,3.0
16,1105,,642,,740,5.0,1258,4.0,988,2.0,846,3.0
81,1443,4.0,355,4.0,1427,4.0,772,4.0,1381,5.0,284,
11,1171,5.0,1588,4.0,965,5.0,1526,,1020,4.0,732,3.0
49,1168,4.0,1671,5.0,88,5.0,89,,28,,349,5.0
86,20,5.0,1716,,983,5.0,170,,732,4.0,1357,4.0
135,193,1.0,1588,4.0,758,4.0,936,4.0,971,,1119,
68,580,4.0,456,3.0,601,,668,,429,4.0,1407,4.0
107,865,5.0,599,5.0,1544,4.0,1178,,828,4.0,254,3.0
193,401,,887,5.0,1433,4.0,1754,,142,5.0,1295,4.0
40,1155,,900,4.0,133,4.0,1721,5.0,971,4.0,125,
23,134,5.0,39,,904,,572,4.0,844,4.0,206,5.0
145,416,,1280,,434,2.0,598,4.0,894,4.0,1246,4.0
23,1120,,146,5.0,22,4.0,1609,3.0,574,,175,5.0
44,881,5.0,1380,3.0,1673,3.0,25,5.0,1626,3.0,298,4.0
207,961,,610,3.0,372,4.0,217,4.0,364,,1325,1.0
149,177,,1027,4.0,1236,5.0,500,5.0,1528,,1228,3.0
36,1552,5.0,1428,4.0,38,4.0,473,5.0,1001,,1578,
25,530,3.0,84,3.0,1368,,1561,3.0,361,,1406,4.0
92,405,4.0,1638,3.0,1398,4.0,1399,,1499,,1711,4.0
129,1714,4.0,1189,3.0,298,4.0,1259,5.0,667,,941,5.0
54,1506,3.0,1256,3.0,153,,204,,607,5.0,447,5.0
208,1088,,181,,1433,3.0,298,4.0,603,5.0,604,5.0
105,1520,4.0,1234,,212,5.0,1013,4.0,871,5.0,762,
161,1239,3.0,87,3.0,936,4.0,697,3.0,989,,287,
23,1475,4.0,341,4.0,1289,,12,5.0,1309,,1551,5.0
8,258,5.0,947,5.0,438,3.0,364,5.0,589,,590,
26,1488,5.0,851,5.0,1431,,1017,4.0,1451,2.0,767,
61,848,5.0,1075,,72,3.0,1241,4.0,1307,,943,4.0
129,1267,3.0,390,5.0,1209,4.0,43,4.0,27,,220,5.0
49,403,,1235,,948,5.0,999,5.0,572,3.0,47,5.0
16,80,4.0,920,4.0,427,5.0,284,,957,,798,2.0
81,1009,5.0,873,,122,5.0,1099,5.0,1212,,430,4.0
119,1634,5.0,836,4.0,324,5.0,136,3.0,394,,1692,
198,804,5.0,838,,316,4.0,1021,5.0,1598,4.0,894,3.0
11,677,4.0,1381,4.0,1095,4.0,935,5.0,106,5.0,702,
119,560,4.0,873,3.0,889,,1486,,1054,4.0,943,4.0
44,576,5.0,1169,4.0,1618,2.0,680,,635,,1228,4.0
36,1266,4.0,324,,1285,3.0,1093,3.0,773,,1579,3.0
1,817,4.0,1173,,982,4.0,247,4.0,1305,,1260,3.0
109,1316,,72,5.0,296,3.0,1609,3.0,555,,603,4.0
209,1748,4.0,324,,644,,677,3.0,1048,4.0,1609,3.0
81,241,3.0,1363,5.0,743,,1031,5.0,1434,,1677,5.0
105,1281,3.0,758,5.0,893,2.0,1662,2.0,878,,1327,
43,544,,1110,5.0,858,5.0,1403,5.0,188,5.0,719,
16,400,,353,2.0,146,3.0,547,4.0,39,3.0,824,4.0
11,1344,3.0,880,5.0,1121,,866,1.0,247,5.0,287,4.0
33,1233,,51,4.0,357,4.0,599,,1021,3.0,1006,4.0
225,497,,149,5.0,486,5.0,1193,5.0,477,,831,4.0
106,1424,4.0,739,,1235,5.0,359,,1577,5.0,1182,4.0
16,1138,4.0,51,3.0,711,5.0,537,,1307,3.0,286,1.0
21,513,5.0,1541,4.0,133,4.0,1318,1.0,104,,380,
44,515,3.0,997,4.0,1654,5.0,999,5.0,1176,4.0,136,4.0
16,1265,5.0,1202,,566,4.0,151,,1513,3.0,317,4.0
119,1216,,1234,4.0,1619,5.0,1301,,1020,4.0,398,4.0
11,961,5.0,597,3.0,729,3.0,333,,1022,,639,5.0
185,816,2.0,52,3.0,644,4.0,1082,5.0,1278,3.0,1519,
228,80,5.0,869,4.0,43,4.0,203,,764,,303,2.0
61,336,,209,3.0,1254,4.0,454,5.0,1144,5.0,921,
44,1091,4.0,424,4.0,136,4.0,1626,3.0,893,5.0,303,
185,1251,,1204,,949,4.0,1580,5.0,1743,2.0,1711,4.0
129,659,3.0,1526,,936,5.0,217,5.0,185,5.0,1326,5.0
16,1430,,102,3.0,1016,,249,4.0,650,5.0,1454,1.0
49,1512,5.0,9,,827,3.0,1164,5.0,1197,,1503,5.0
23,549,4.0,534,,823,3.0,1661,,78,4.0,319,4.0
42,1361,,707,5.0,1027,2.0,52,5.0,149,5.0,521,4.0
8,1382,,72,4.0,665,4.0,105,5.0,716,,670,2.0
129,1041,5.0,583,5.0,1511,4.0,585,4.0,1434,,926,
15,1024,5.0,1425,4.0,885,,199,5.0,1208,5.0,1099,5.0
16,1744,,561,5.0,1010,4.0,227,4.0,1014,5.0,1659,
15,1474,5.0,339,5.0,43,4.0,332,3.0,1757,4.0,1231,
15,803,,1684,4.0,1593,,1450,4.0,622,3.0,862,3.0
15,1712,5.0,305,4.0,168,5.0,1611,1.0,829,4.0,1245,
81,1652,4.0,185,,1403,4.0,1532,5.0,509,5.0,606,
26,225,,1608,5.0,1592,,1385,4.0,636,2.0,1005,5.0
81,160,4.0,417,3.0,290,5.0,195,,1446,4.0,410,
416,865,5.0,434,3.0,1075,,1333,5.0,937,4.0,28,
200,1508,,84,5.0,1079,3.0,200,4.0,1193,4.0,239,
68,513,4.0,374,3.0,1352,,1128,3.0,985,4.0,143,3.0
210,1344,4.0,977,,945,,738,5.0,9,4.0,1564,4.0
62,1170,5.0,212,5.0,277,4.0,534,,806,4.0,1272,
0,1667,,677,4.0,486,4.0,950,,1591,4.0,571,4.0
43,1536,5.0,772,5.0,1398,4.0,808,,713,4.0,1753,
129,1121,5.0,1175,,1720,4.0,1354,4.0,958,,270,4.0
16,1712,,0,5.0,1044,4.0,374,2.0,1213,3.0,1134,
190,832,5.0,818,,738,4.0,1686,,1591,2.0,1183,5.0
62,580,5.0,820,,629,,1463,4.0,1577,4.0,1627,5.0
11,278,,1175,5.0,1579,,1051,4.0,1164,4.0,174,4.0
44,865,5.0,211,,1606,5.0,314,5.0,572,5.0,156,4.0
26,1712,5.0,681,3.0,43,,1564,3.0,1005,5.0,1662,4.0
83,1024,5.0,981,,490,2.0,874,4.0,28,,1006,5.0
149,785,4.0,1541,4.0,983,,1673,,572,3.0,1181,4.0
10,1267,3.0,1077,,152,4.0,571,,686,4.0,815,4.0
11,1217,5.0,1554,5.0,675,4.0,1620,,796,5.0,220,5.0
110,949,4.0,486,,263,4.0,1690,,186,2.0,59,2.0
8,544,3.0,801,,692,4.0,600,,734,4.0,639,2.0
23,640,5.0,1185,,1412,,1688,5.0,475,5.0,47,5.0
108,1072,5.0,771,,1623,,344,5.0,1212,5.0,572,5.0
8,1122,3.0,834,4.0,1401,,1164,4.0,316,3.0,605,5.0
81,834,5.0,1702,5.0,951,,248,,1164,5.0,1005,5.0
15,1200,,1267,,468,5.0,1208,5.0,1384,5.0,762,5.0
149,1010,4.0,1333,5.0,1095,5.0,746,,1228,3.0,1645,
26,209,,787,5.0,1541,4.0,1014,4.0,940,,1678,5.0
15,800,,1712,5.0,1671,5.0,1625,,603,5.0,1259,5.0
377,1237,,502,2.0,1704,,201,4.0,521,3.0,747,4.0
23,1210,3.0,1339,5.0,509,,542,3.0,702,5.0,1039,4.0
26,864,4.0,1109,4.0,1141,,1143,,343,3.0,846,5.0
36,320,3.0,1714,4.0,278,,648,,571,5.0,271,2.0
81,1680,5.0,1089,,803,5.0,507,5.0,397,2.0,1167,
16,1680,2.0,1058,3.0,1717,,245,4.0,1301,4.0,1646,
49,1026,5.0,947,,611,4.0,645,3.0,1432,4.0,953,
43,784,,1126,,9,4.0,314,5.0,1514,4.0,988,4.0
23,1092,,148,5.0,229,4.0,757,5.0,119,4.0,1162,
375,1698,5.0,626,,791,4.0,455,4.0,1421,5.0,1310,4.0
538,1730,4.0,290,3.0,1635,1.0,1415,3.0,1528,,527,
127,1440,,1328,5.0,1442,4.0,1209,4.0,1002,,1551,3.0
222,704,,99,3.0,1159,1.0,792,2.0,123,4.0,1757,4.0
51,1730,,104,5.0,1384,,460,5.0,797,5.0,1054,5.0
81,864,5.0,1460,4.0,936,4.0,1100,4.0,13,5.0,63,3.0
51,516,4.0,757,,1382,,1321,5.0,217,5.0,122,5.0
15,1537,,1746,3.0,1314,3.0,611,,483,4.0,280,4.0
119,225,4.0,1589,5.0,1606,5.0,390,,1097,,1533,3.0
223,691,,1733,3.0,1304,4.0,987,4.0,92,,636,4.0
85,288,,258,3.0,50,,1284,4.0,356,5.0,1054,2.0
51,101,3.0,984,,1610,5.0,621,3.0,1087,,47,4.0
16,545,,165,1.0,1077,4.0,1687,,186,4.0,1260,4.0
0,1251,5.0,580,4.0,468,5.0,474,,493,,831,1.0
43,1680,5.0,275,,1541,5.0,824,4.0,957,5.0,1647,4.0
44,1441,3.0,322,5.0,116,,1398,,679,2.0,767,3.0
81,1203,4.0,244,3.0,1351,5.0,631,4.0,857,5.0,1071,
105,448,2.0,1507,,198,4.0,521,5.0,841,,1647,1.0
234,640,5.0,402,,1652,4.0,11,4.0,188,4.0,1023,
119,518,,616,5.0,650,4.0,1259,4.0,815,4.0,959,
38,145,1.0,1107,4.0,1653,,310,5.0,1003,,1564,4.0
149,1316,,1717,,1557,5.0,710,4.0,455,4.0,792,5.0
16,1120,,1217,5.0,1363,,1107,2.0,439,5.0,795,4.0
44,1731,5.0,1380,3.0,53,,853,4.0,870,4.0,1055,5.0
40,1232,,1648,,646,5.0,406,5.0,311,5.0,492,2.0
208,935,5.0,1240,3.0,1178,,923,,926,5.0,910,5.0
278,452,5.0,900,,1396,,869,2.0,726,3.0,253,4.0
127,24,,377,,1006,5.0,782,4.0,1711,5.0,159,4.0
26,165,5.0,1270,5.0,534,,518,,1723,4.0,1631,5.0
23,770,,1096,2.0,632,3.0,538,5.0,1326,3.0,415,5.0
26,1505,,129,5.0,1030,3.0,937,4.0,842,,1054,5.0
11,566,4.0,230,4.0,1480,,826,4.0,1038,,943,3.0
49,594,4.0,1524,,1380,5.0,373,,1642,5.0,31,4.0
43,1106,5.0,611,,1158,3.0,198,,233,5.0,990,5.0
207,949,2.0,1637,2.0,1318,2.0,822,4.0,188,3.0,1439,
282,275,,696,2.0,458,,1260,2.0,717,5.0,494,4.0
8,306,5.0,645,4.0,165,3.0,1558,,920,5.0,1673,
9,1280,3.0,855,4.0,999,4.0,264,,1673,,1627,3.0
26,421,,329,4.0,1691,,717,2.0,1245,5.0,253,4.0
16,448,3.0,50,,1138,4.0,6,4.0,711,5.0,1503,3.0
44,561,5.0,1558,,1158,4.0,922,3.0,218,5.0,719,
8,1232,5.0,772,4.0,1492,5.0,389,4.0,970,,669,
49,1601,3.0,1558,4.0,1433,4.0,12,4.0,414,5.0,767,5.0
193,1603,4.0,877,3.0,1293,,109,5.0,1262,,1071,5.0
11,352,,530,4.0,886,5.0,376,,1485,3.0,351,4.0
23,835,,612,4.0,185,3.0,1738,,1406,4.0,927,5.0
81,1570,5.0,1236,,964,,1054,5.0,1151,4.0,1023,4.0
15,1635,,455,4.0,649,,1465,3.0,1275,3.0,815,5.0
44,1232,4.0,1617,,1524,2.0,1047,5.0,1688,3.0,1098,3.0
40,1060,5.0,756,,935,5.0,695,,218,4.0,235,4.0
190,480,4.0,949,3.0,1753,4.0,1229,,1581,5.0,1295,4.0
44,1232,4.0,1505,4.0,583,4.0,616,5.0,955,4.0,156,4.0
16,256,4.0,486,3.0,1544,3.0,364,5.0,974,3.0,1454,1.0
1,160,1.0,147,,1670,4.0,598,2.0,521,4.0,890,3.0
52,227,1.0,167,4.0,1161,,1068,,700,4.0,1293,3.0
11,1025,5.0,1634,4.0,282,,1371,,1563,5.0,447,5.0
49,549,4.0,1512,5.0,1177,4.0,828,,1132,,558,5.0
81,1686,5.0,25,5.0,1578,5.0,507,5.0,1388,3.0,14,
11,87,3.0,600,4.0,1082,,1147,,540,4.0,1260,3.0
26,928,5.0,657,5.0,262,3.0,296,5.0,1357,5.0,1390,
81,1488,5.0,562,,406,5.0,535,,1177,5.0,47,5.0
8,290,5.0,243,,1557,5.0,1062,5.0,1128,5.0,1052,5.0
8,288,,1444,5.0,374,5.0,8,4.0,1274,4.0,860,4.0
43,1745,3.0,913,3.0,643,4.0,947,3.0,708,5.0,781,3.0
222,1632,4.0,1344,4.0,1672,,1739,,1340,3.0,1388,3.0
208,1392,,1617,,1544,4.0,281,4.0,539,5.0,1612,4.0
16,1635,4.0,612,4.0,581,,874,2.0,1580,2.0,973,
33,1474,5.0,491,,1564,3.0,332,2.0,1325,,1087,4.0
127,1585,4.0,178,,307,,646,4.0,1671,5.0,185,5.0
177,1426,4.0,121,,1642,2.0,972,,686,3.0,1422,4.0
15,385,5.0,1745,4.0,1058,5.0,1411,3.0,1528,,1418,5.0
11,338,3.0,500,5.0,1124,4.0,667,,1596,4.0,1676,1.0
63,657,3.0,1746,,1493,,1576,5.0,985,4.0,537,5.0
85,929,,578,3.0,1160,5.0,1100,5.0,1372,,621,4.0
23,1170,5.0,806,3.0,822,4.0,1736,,314,4.0,924,5.0
208,1345,4.0,376,,632,4.0,1451,,845,5.0,126,3.0
81,1538,3.0,455,,1193,,217,3.0,666,5.0,1151,4.0
81,576,5.0,179,,951,,1528,3.0,603,4.0,925,5.0
43,1616,4.0,244,3.0,1381,5.0,124,,1085,5.0,975,
49,129,,1222,5.0,679,5.0,1594,,315,4.0,1294,5.0
81,1540,5.0,53,5.0,1419,5.0,221,5.0,1567,5.0,319,4.0
1,434,3.0,306,4.0,746,,1435,,1052,4.0,894,3.0
40,1344,5.0,225,,1490,5.0,1364,4.0,629,,344,5.0
16,145,4.0,391,,777,3.0,762,4.0,749,4.0,927,3.0
193,498,,1173,,1113,4.0,1021,5.0,606,4.0,1663,4.0
43,1505,5.0,1314,5.0,228,3.0,487,,1452,5.0,556,
15,1425,4.0,1396,,167,4.0,1175,2.0,136,5.0,1370,
83,1017,4.0,1418,2.0,890,2.0,75,,13,5.0,511,4.0
11,1618,,19,5.0,1155,4.0,103,4.0,1098,4.0,719,
44,208,3.0,374,,569,2.0,842,3.0,45,,1757,3.0
193,176,4.0,1394,,1717,2.0,423,,280,5.0,905,5.0
11,864,4.0,834,4.0,1634,4.0,1292,5.0,157,,526,5.0
51,1504,,866,5.0,537,5.0,411,,1644,5.0,621,3.0
185,754,,1240,4.0,713,4.0,618,3.0,78,2.0,863,
43,704,,1222,4.0,102,5.0,188,5.0,877,4.0,446,
71,848,,1697,4.0,681,4.0,1434,,1435,5.0,988,5.0
42,625,1.0,884,,1670,3.0,954,4.0,1722,,1660,5.0
81,1282,5.0,101,5.0,1445,,1704,5.0,1484,2.0,1276,5.0
43,560,4.0,465,3.0,1652,,1142,5.0,1127,4.0,137,
39,1684,3.0,183,,1465,,1065,5.0,109,5.0,254,2.0
51,690,4.0,1064,,713,4.0,1417,5.0,702,5.0,1695,4.0
222,281,3.0,9,4.0,1562,,1002,,1595,4.0,1327,5.0
54,770,5.0,484,4.0,1542,4.0,795,4.0,1727,,303,
11,1396,4.0,276,4.0,680,5.0,441,4.0,1163,,509,
22,1428,3.0,644,,1525,4.0,459,2.0,1486,,494,4.0
183,1169,,804,4.0,633,5.0,91,4.0,1052,5.0,638,4.0
16,1056,3.0,629,,25,5.0,763,,972,5.0,1421,5.0
183,1154,5.0,1522,,1651,5.0,393,,638,4.0,1391,4.0
7,1699,4.0,1619,4.0,645,4.0,967,4.0,1129,,639,5.0
44,787,,708,1.0,167,5.0,1578,,475,5.0,1055,5.0
51,642,,690,4.0,842,4.0,1210,4.0,254,,1630,5.0
11,1512,,905,3.0,202,5.0,1259,5.0,1148,,1294,5.0
16,1377,4.0,1349,3.0,552,3.0,125,3.0,1117,,751,
16,496,,706,4.0,26,,732,3.0,686,3.0,479,2.0
54,368,,528,5.0,4,5.0,1335,,281,2.0,1647,5.0
44,837,4.0,648,3.0,217,2.0,107,3.0,1245,,1166,
43,915,,116,3.0,1656,4.0,170,,795,5.0,1375,4.0
127,961,5.0,1043,,1748,3.0,1115,,140,5.0,76,4.0
16,547,4.0,1478,4.0,520,4.0,1561,5.0,174,4.0,783,
193,961,5.0,1026,5.0,72,,666,,717,5.0,831,5.0
310,194,,451,,374,2.0,1562,5.0,462,4.0,1423,1.0
85,1107,4.0,117,5.0,1737,3.0,683,,187,4.0,14,
44,1235,5.0,885,4.0,133,4.0,870,4.0,1478,,1022,
23,579,4.0,1331,,632,3.0,1146,5.0,1228,4.0,1631,1.0
44,576,5.0,1505,4.0,983,,1690,,842,3.0,1581,4.0
26,816,2.0,771,4.0,1380,4.0,761,4.0,618,2.0,1567,5.0
76,402,,547,5.0,1524,5.0,1063,,697,4.0,618,5.0
16,304,4.0,1056,3.0,242,,792,4.0,219,4.0,15,
208,133,4.0,229,5.0,918,,1638,4.0,1720,4.0,250,
49,1554,4.0,1364,3.0,596,,326,,936,5.0,47,5.0
183,321,5.0,97,4.0,1649,5.0,1555,5.0,1734,,526,
62,1537,5.0,1187,,453,3.0,968,4.0,1293,4.0,671,
51,497,,993,,374,4.0,924,5.0,332,2.0,1581,5.0
375,657,4.0,322,3.0,759,3.0,1756,,1150,,558,4.0
23,130,,163,4.0,356,5.0,1686,3.0,154,,1292,5.0
208,162,5.0,1442,,1301,5.0,341,5.0,1736,5.0,155,
40,1699,3.0,675,4.0,599,4.0,1432,,904,2.0,1195,
23,177,4.0,1473,,931,,1463,4.0,795,5.0,351,5.0
43,866,5.0,1586,,643,4.0,341,2.0,966,,171,3.0
8,336,4.0,244,,517,4.0,1516,,557,3.0,207,3.0
129,595,,1684,5.0,715,,795,5.0,1294,5.0,831,5.0
15,1136,5.0,1010,4.0,227,3.0,501,,679,4.0,536,
11,1012,4.0,1559,4.0,666,4.0,778,5.0,1405,,1374,
278,1045,,41,4.0,875,3.0,317,3.0,589,,735,4.0
8,1184,,339,5.0,1254,5.0,1574,5.0,1223,4.0,1273,
23,1264,5.0,419,4.0,454,5.0,857,5.0,669,,431,
234,1073,5.0,433,,1368,,429,5.0,1310,4.0,351,5.0
23,1040,,96,,467,5.0,883,5.0,903,3.0,702,5.0
85,20,5.0,709,,215,4.0,876,3.0,1500,3.0,1102,1.0
183,1588,4.0,7,,1079,4.0,1386,,283,5.0,1071,5.0
15,322,5.0,179,3.0,132,5.0,1063,,1005,4.0,942,
11,290,4.0,962,4.0,1156,,203,,1260,3.0,46,4.0
23,1377,4.0,1058,5.0,1010,4.0,516,4.0,554,5.0,1437,
22,64,5.0,738,2.0,1610,,602,,846,5.0,175,5.0
11,820,5.0,948,,1077,5.0,951,,1450,4.0,862,3.0
44,1235,5.0,420,2.0,390,,72,3.0,1209,3.0,461,4.0
11,417,4.0,466,4.0,149,4.0,153,4.0,42,,878,
23,1714,4.0,194,,435,,806,3.0,1434,4.0,907,3.0
26,546,,306,4.0,1667,4.0,1748,4.0,1141,,1261,3.0
127,403,,1638,4.0,1351,,1415,5.0,58,4.0,782,4.0
8,882,,903,5.0,200,4.0,1145,,1739,5.0,862,5.0
69,339,,582,,1388,4.0,1533,4.0,894,4.0,943,5.0
274,561,5.0,328,4.0,184,,250,,523,2.0,1694,4.0
49,832,4.0,1346,,738,5.0,1224,5.0,779,5.0,1279,
190,273,,820,3.0,949,3.0,1237,,954,4.0,365,4.0
183,758,4.0,631,,968,4.0,136,4.0,1048,4.0,1039,
23,208,4.0,289,5.0,457,,1498,4.0,987,5.0,1388,5.0
51,1440,5.0,851,4.0,1544,5.0,1517,,1757,4.0,1726,5.0
26,1158,,758,3.0,921,4.0,1117,4.0,750,,1151,3.0
26,660,,918,,681,3.0,489,5.0,826,5.0,860,4.0
43,753,,90,5.0,1418,,669,5.0,1663,4.0,415,4.0
16,288,3.0,1506,4.0,523,3.0,1469,,1501,,607,1.0
11,1098,4.0,1162,5.0,1100,4.0,1181,5.0,223,4.0,1455,
16,1025,4.0,530,4.0,1587,4.0,1052,4.0,364,5.0,1133,
8,80,5.0,1381,,841,,778,5.0,700,5.0,735,4.0
16,1120,,580,4.0,1493,,85,2.0,405,4.0,1677,3.0
8,496,5.0,947,5.0,1001,,747,4.0,363,,461,5.0
223,400,,1270,1.0,423,,1417,4.0,1530,4.0,77,4.0
43,1600,3.0,1521,,1491,4.0,1239,5.0,858,5.0,490,
44,1568,,1168,5.0,65,,610,2.0,20,4.0,133,4.0
128,788,5.0,1255,5.0,200,,1673,4.0,1149,4.0,431,
8,22,5.0,198,4.0,1558,,167,4.0,1642,4.0,492,
183,656,4.0,963,3.0,1075,3.0,1673,,233,,1358,5.0
222,243,,1190,2.0,1479,4.0,617,2.0,1546,5.0,1548,
129,321,4.0,1346,,343,,1390,3.0,78,5.0,590,5.0
1,979,3.0,1701,5.0,11,,75,,1054,4.0,1599,5.0
222,1377,,713,3.0,363,3.0,491,5.0,543,,783,3.0
49,720,,721,5.0,772,5.0,1590,,284,5.0,558,5.0
11,881,3.0,1637,4.0,485,4.0,1113,5.0,1356,,543,
40,897,4.0,899,,579,5.0,295,,763,4.0,1502,4.0
229,1392,2.0,836,,726,5.0,602,,411,4.0,1375,3.0
23,160,4.0,1107,,1622,4.0,1642,4.0,1451,5.0,382,
33,726,4.0,375,,263,1.0,188,4.0,285,4.0,15,
23,1744,,18,4.0,1235,,840,1.0,249,4.0,286,4.0
49,1104,,132,,1450,3.0,940,5.0,1356,4.0,1757,3.0
26,1410,4.0,547,3.0,677,5.0,1417,4.0,1033,,507,4.0
16,1619,4.0,1226,,970,4.0,1259,5.0,172,5.0,93,4.0
81,1026,5.0,1430,,1414,3.0,1399,4.0,156,,621,4.0
16,1186,4.0,1298,,83,3.0,1028,,405,4.0,453,4.0
44,320,,993,,134,4.0,378,3.0,1627,3.0,686,4.0
11,641,5.0,659,,1187,5.0,1635,2.0,1639,,329,4.0
15,48,,569,5.0,921,4.0,1723,3.0,844,,732,5.0
274,928,,896,,84,4.0,996,4.0,1254,4.0,1638,4.0
15,208,5.0,1559,,472,,796,4.0,78,4.0,766,5.0
129,292,,1371,,541,5.0,573,5.0,1278,5.0,1455,5.0
83,948,,870,3.0,1576,4.0,1034,,106,5.0,1194,5.0
16,1090,,1635,4.0,1014,5.0,25,5.0,782,,927,3.0
129,1490,5.0,1413,5.0,168,,554,5.0,909,5.0,1341,
51,1344,5.0,1333,5.0,537,5.0,874,3.0,28,,142,
127,1411,,1270,5.0,727,4.0,138,4.0,1322,,143,3.0
16,336,3.0,531,,1654,5.0,489,4.0,138,4.0,926,5.0
83,1072,5.0,1441,4.0,4,,917,2.0,1047,4.0,40,
246,532,4.0,822,,167,5.0,1481,3.0,76,5.0,558,4.0
16,721,,419,4.0,1396,3.0,869,,1224,4.0,1548,1.0
183,656,4.0,1142,5.0,634,5.0,218,3.0,140,,1278,3.0
16,1411,4.0,42,5.0,1018,1.0,172,5.0,589,,558,3.0
37,336,,145,5.0,120,,489,5.0,78,3.0,271,3.0
137,1505,4.0,484,3.0,71,1.0,459,,683,4.0,654,
81,577,4.0,1638,3.0,935,5.0,410,,794,5.0,302,
11,1664,4.0,0,4.0,1077,5.0,166,5.0,776,,712,
44,640,,1026,5.0,1155,5.0,972,4.0,1708,,429,5.0
69,1280,,1440,,1017,3.0,444,5.0,1182,4.0,462,2.0
61,1553,,883,4.0,100,,873,4.0,795,5.0,319,4.0
40,1537,5.0,1442,5.0,3,,87,5.0,1511,4.0,394,
15,1330,,819,,963,4.0,660,4.0,985,5.0,1599,4.0
1,277,2.0,149,,214,,311,3.0,686,5.0,159,3.0
113,789,2.0,677,3.0,967,5.0,746,,940,,1391,2.0
49,1506,4.0,435,5.0,1098,4.0,1659,5.0,124,,527,4.0
1,1424,,1378,4.0,792,5.0,314,,910,5.0,31,4.0
81,1617,,1572,2.0,918,,378,5.0,203,5.0,575,5.0
15,1714,5.0,982,,1031,,763,4.0,460,5.0,1647,4.0
23,416,5.0,704,5.0,146,5.0,258,1.0,454,5.0,284,
44,1107,5.0,1091,4.0,484,5.0,759,3.0,585,4.0,604,
26,1557,,1653,5.0,87,5.0,1482,5.0,1658,3.0,431,
81,1120,,322,5.0,947,5.0,1257,,1743,4.0,1663,4.0
105,816,4.0,596,,1078,4.0,283,,1310,3.0,15,4.0
354,864,3.0,865,5.0,1634,,628,,1253,1.0,840,5.0
62,1588,5.0,1749,4.0,536,,584,,188,5.0,1743,4.0
11,34,3.0,227,5.0,664,4.0,1499,4.0,396,,1133,
183,801,,162,5.0,756,,791,4.0,603,4.0,334,2.0
15,257,,1557,5.0,1143,,1611,1.0,828,4.0,365,5.0
15,737,,212,5.0,506,5.0,284,5.0,908,,621,4.0
