item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6,user-7,rating-7
1,817,4.0,738,,758,5.0,951,,1528,1.0,906,,1710,4.0
51,256,5.0,721,5.0,823,,631,5.0,892,,1372,,911,4.0
11,883,4.0,821,,393,,428,5.0,253,5.0,1533,3.0,1711,5.0
37,738,5.0,1222,4.0,295,4.0,1178,,254,4.0,1055,5.0,1167,
81,1681,5.0,850,,323,5.0,1414,3.0,234,,1419,5.0,350,
208,80,4.0,455,,663,,488,,1144,3.0,1194,4.0,1374,3.0
8,144,4.0,530,4.0,933,,662,,1638,5.0,894,5.0,367,
81,898,,1158,,329,5.0,987,5.0,524,,990,4.0,847,5.0
83,1713,5.0,1218,,1683,4.0,1573,,934,,1244,5.0,1599,3.0
46,1683,,1205,5.0,326,,390,4.0,43,,1564,3.0,1149,3.0
1,1168,5.0,1490,,614,3.0,390,3.0,872,5.0,457,,1100,2.0
145,1205,5.0,1481,,602,1.0,875,4.0,156,3.0,1214,,1358,
23,322,4.0,164,,772,5.0,1147,,892,,1132,4.0,1453,1.0
68,400,,901,,917,3.0,696,5.0,154,5.0,1130,4.0,1116,
83,339,,341,3.0,936,,1050,4.0,1595,,444,4.0,573,4.0
208,80,4.0,1074,,181,,550,4.0,87,3.0,456,3.0,1724,
76,1697,5.0,897,4.0,130,,306,4.0,965,4.0,200,,1183,5.0
185,865,5.0,1318,4.0,983,,1415,4.0,567,,333,3.0,527,
375,1345,4.0,1348,,1254,3.0,1303,3.0,999,,618,,1372,4.0
43,880,5.0,1712,,1253,5.0,1269,5.0,1175,3.0,1431,,653,
274,1249,5.0,1235,5.0,693,,853,2.0,870,,1210,2.0,301,
15,881,4.0,19,5.0,340,,276,5.0,714,,1421,5.0,1405,
379,1442,4.0,196,,599,,345,4.0,523,4.0,1260,5.0,1231,
23,432,4.0,690,4.0,1250,4.0,437,,630,,1095,,1367,4.0
44,82,4.0,930,2.0,1269,4.0,1397,3.0,1046,,521,,1226,
54,528,5.0,897,3.0,1578,5.0,1114,,588,5.0,476,,1020,
10,1634,2.0,450,,1286,,121,,1564,5.0,828,3.0,653,5.0
8,18,5.0,1127,,663,,167,4.0,1370,,268,3.0,670,2.0
208,1168,5.0,1457,,1063,,167,4.0,1448,5.0,378,3.0,187,
129,1025,5.0,1073,3.0,500,5.0,901,,826,5.0,668,,301,
43,1616,4.0,1603,5.0,1731,5.0,1288,,744,5.0,842,,1180,
42,1520,4.0,1381,,1514,,364,1.0,511,,47,5.0,1295,2.0
16,576,4.0,1746,,883,3.0,1334,4.0,375,,1343,,1599,2.0
85,720,,353,5.0,817,3.0,68,,519,4.0,1246,4.0,879,
16,416,,182,4.0,1158,4.0,840,4.0,904,,716,,830,4.0
49,672,,1698,4.0,1221,,584,5.0,1611,3.0,683,,1070,5.0
69,49,,690,4.0,963,4.0,1476,,1639,,939,4.0,797,3.0
19,468,,1044,,54,3.0,1224,5.0,235,4.0,700,,1182,4.0
81,562,,1474,,932,5.0,1565,4.0,29,5.0,1726,,1295,5.0
153,114,,1282,,530,3.0,627,4.0,1334,1.0,1358,,1374,1.0
11,37,5.0,773,5.0,1495,,344,2.0,73,,1225,3.0,1100,4.0
180,1136,5.0,1317,4.0,263,5.0,152,,1752,,1418,4.0,990,
180,480,5.0,515,,692,4.0,1478,,1225,4.0,1711,3.0,1199,4.0
149,912,3.0,467,4.0,1317,4.0,693,,631,,247,4.0,1309,4.0
11,723,5.0,1668,5.0,613,5.0,1047,5.0,412,,1244,,156,
23,1328,,929,,467,5.0,1012,5.0,407,,1292,5.0,269,5.0
15,752,5.0,851,5.0,1717,4.0,1001,,1241,5.0,526,,286,
15,560,4.0,945,,902,,1358,4.0,1391,5.0,687,5.0,1711,3.0
183,1680,5.0,435,4.0,227,3.0,467,4.0,1464,,808,,169,
24,1616,3.0,2,,1444,,405,3.0,1755,,830,4.0,831,4.0
141,146,3.0,1123,,840,4.0,809,,731,4.0,589,4.0,1438,
40,288,4.0,595,,1398,4.0,27,,332,4.0,284,,381,5.0
16,1747,,291,,1460,4.0,1317,4.0,406,5.0,57,,1643,4.0
343,806,,967,4.0,1193,4.0,1721,3.0,1658,4.0,1068,,77,
129,1298,,1346,,68,,85,4.0,1144,3.0,365,5.0,1038,5.0
272,864,3.0,1328,,242,3.0,136,2.0,968,,1434,,43,4.0
81,1155,,1447,,920,,1546,4.0,859,4.0,108,4.0,734,4.0
1,288,,328,4.0,648,4.0,1417,3.0,1242,3.0,1470,3.0,1231,
16,1588,3.0,1130,,1098,5.0,635,3.0,1051,4.0,940,,941,
83,881,4.0,421,,1050,4.0,1099,4.0,1084,4.0,1197,,1326,
49,1393,5.0,1543,,680,4.0,809,3.0,1258,,139,,1679,4.0
38,1649,5.0,755,4.0,1236,,660,,393,,1212,4.0,1327,3.0
54,1425,,451,4.0,660,,1270,4.0,1065,5.0,492,5.0,509,
54,451,4.0,804,4.0,229,,262,4.0,730,3.0,219,5.0,367,
208,915,,677,4.0,837,4.0,406,4.0,619,4.0,1341,,1567,
222,801,3.0,2,,309,5.0,375,4.0,1295,3.0,1039,,959,
0,992,4.0,34,2.0,787,,585,3.0,523,,1036,4.0,1646,
26,792,4.0,1161,,1194,4.0,1466,3.0,443,5.0,813,3.0,77,4.0
51,1300,5.0,1333,5.0,710,,618,5.0,139,,1438,,1039,5.0
42,1682,3.0,290,,1364,2.0,614,3.0,968,3.0,651,,77,
15,1346,,1363,,934,,1671,5.0,1578,4.0,220,4.0,988,5.0
274,1344,4.0,1425,,1089,,1447,,1627,4.0,235,4.0,732,3.0
26,148,,1652,4.0,1400,4.0,840,,923,3.0,493,,1534,4.0
183,1089,,166,5.0,1129,,43,5.0,939,3.0,1708,4.0,1582,
38,501,3.0,1415,4.0,1388,4.0,1086,4.0,1630,,191,5.0,95,
208,161,4.0,194,5.0,70,,1690,,1066,4.0,1531,4.0,1517,
15,1090,,851,5.0,1603,5.0,758,3.0,1270,3.0,166,,351,4.0
23,163,4.0,214,4.0,1222,,774,5.0,664,5.0,267,,1486,
11,257,,33,,1621,,680,5.0,445,5.0,1583,4.0,927,4.0
255,1458,,229,4.0,54,4.0,999,4.0,586,,1642,2.0,1341,
8,658,,724,5.0,1274,4.0,652,,1102,4.0,1246,4.0,415,3.0
81,384,,102,5.0,55,5.0,106,5.0,1083,,956,5.0,1564,4.0
11,817,,161,4.0,1138,,7,,489,3.0,186,5.0,1533,3.0
11,512,4.0,1588,4.0,1621,,1317,5.0,999,5.0,1129,4.0,639,5.0
62,1264,2.0,243,4.0,743,,232,,314,3.0,603,5.0,1307,
81,1701,,726,3.0,1335,,1448,5.0,1481,4.0,985,5.0,1146,5.0
49,1026,5.0,1507,4.0,1428,5.0,917,,1461,,138,4.0,1340,
44,32,,1702,,599,4.0,935,,796,5.0,1100,3.0,382,3.0
26,1344,4.0,497,,1492,4.0,1720,1.0,492,,1452,,1356,4.0
183,417,2.0,1397,,469,,1272,,281,5.0,1146,5.0,1054,5.0
138,435,4.0,1619,3.0,549,,166,4.0,874,,1050,3.0,701,
81,114,5.0,307,,1687,,1336,5.0,107,4.0,1373,4.0,1342,
1,978,3.0,5,,1254,3.0,1225,3.0,186,3.0,570,,31,4.0
15,1346,,1475,,884,3.0,1048,4.0,205,5.0,1197,3.0,862,3.0
127,1396,5.0,1254,5.0,23,,779,5.0,973,4.0,637,,1471,
11,674,5.0,434,5.0,1029,,1720,4.0,1273,,1289,,29,2.0
122,1255,5.0,440,,9,3.0,682,5.0,620,4.0,607,,975,
124,358,,1079,,776,,168,5.0,1052,5.0,781,4.0,1679,3.0
43,577,,962,5.0,468,5.0,167,5.0,8,3.0,25,,334,1.0
8,196,,1413,,1686,4.0,631,4.0,666,4.0,283,5.0,653,
149,1123,,725,,1688,,504,3.0,875,4.0,316,5.0,1694,4.0
16,353,2.0,97,5.0,227,4.0,212,5.0,1688,,809,,491,5.0
193,272,,82,4.0,1174,,311,5.0,1528,3.0,761,5.0,1066,
109,976,5.0,369,,1014,5.0,1334,4.0,1479,3.0,423,,1631,
76,1456,3.0,979,,1639,4.0,151,,504,2.0,859,1.0,63,5.0
375,1696,,965,5.0,854,,1561,4.0,218,4.0,1694,4.0,830,
33,465,,533,,1110,,1034,5.0,555,3.0,1692,5.0,1084,4.0
16,865,5.0,930,3.0,531,,1383,,1373,,238,3.0,1502,5.0
44,561,5.0,386,,85,3.0,120,,1624,,1307,4.0,623,5.0
129,849,3.0,722,5.0,1315,5.0,1450,5.0,779,5.0,107,5.0,527,
164,1697,4.0,1492,,1319,,136,1.0,1246,4.0,318,4.0,1727,
8,512,4.0,210,4.0,389,4.0,1208,5.0,1306,5.0,1502,,1150,4.0
49,851,3.0,1492,,811,,779,5.0,365,4.0,1406,5.0,511,
16,1664,,643,5.0,631,3.0,24,,1416,5.0,666,4.0,895,
26,1460,5.0,390,5.0,1400,4.0,1706,,1306,,1644,,797,5.0
160,1238,1.0,1256,3.0,187,,875,4.0,1597,,973,4.0,1599,
145,656,,547,5.0,1398,4.0,663,4.0,1400,,1388,,1437,3.0
200,1396,5.0,153,4.0,1451,,1404,,188,5.0,1340,,1711,4.0
11,1584,,1297,4.0,1681,,1366,4.0,1703,4.0,535,4.0,1658,4.0
16,689,,33,,1621,,278,3.0,8,2.0,1228,4.0,559,5.0
81,544,5.0,1216,,961,,850,,1685,5.0,572,5.0,271,3.0
44,18,4.0,627,4.0,228,3.0,281,4.0,1641,,1548,,575,4.0
143,817,4.0,1330,,1010,2.0,824,,746,,332,3.0,461,4.0
272,1314,1.0,774,,214,,967,4.0,1067,,1515,1.0,1503,2.0
222,992,,1153,5.0,20,5.0,871,,1368,1.0,1163,,269,4.0
149,1649,4.0,834,4.0,243,5.0,777,,1643,4.0,1451,,541,
193,690,,585,4.0,330,5.0,11,4.0,812,,1036,,844,4.0
183,512,4.0,610,,196,,1654,4.0,758,4.0,935,,126,3.0
43,1704,,889,,522,5.0,1466,,1083,5.0,1132,4.0,686,5.0
16,16,5.0,1349,3.0,709,,712,,617,4.0,650,5.0,1003,
44,656,4.0,1185,4.0,1350,5.0,1753,4.0,1594,4.0,189,2.0,174,5.0
8,977,5.0,1474,4.0,1575,,359,,680,5.0,1048,,1629,5.0
234,339,5.0,1400,5.0,587,,1052,,1197,,334,5.0,254,4.0
129,882,,1059,5.0,756,,839,5.0,152,,1561,5.0,874,5.0
62,1264,2.0,976,,321,4.0,948,,854,,1367,5.0,1403,3.0
44,834,5.0,1010,4.0,52,5.0,324,,1671,,600,,1228,4.0
51,304,,1366,5.0,631,5.0,392,5.0,1179,,1662,5.0,47,4.0
274,1377,4.0,1732,4.0,1317,4.0,1429,,264,,298,4.0,987,
8,977,5.0,1091,,1015,5.0,154,3.0,236,,750,5.0,287,5.0
11,1538,,456,2.0,40,,1065,4.0,524,,924,2.0,1325,1.0
44,1440,4.0,1072,3.0,1271,,1751,4.0,219,,1564,4.0,1534,
44,640,,1426,5.0,1058,4.0,4,,166,5.0,635,,1564,4.0
129,1587,4.0,1112,3.0,760,4.0,169,,1274,5.0,334,5.0,287,
85,64,4.0,149,5.0,885,,166,4.0,1639,3.0,1064,,90,
223,1232,4.0,1344,4.0,961,3.0,262,4.0,1206,,440,,1097,
44,1168,5.0,341,3.0,1179,,379,,1067,5.0,348,,1213,3.0
26,498,,163,5.0,1396,5.0,981,3.0,709,4.0,408,4.0,1071,
85,1425,4.0,744,,680,3.0,1433,3.0,430,,191,5.0,1087,5.0
152,1648,,1556,,309,4.0,520,4.0,843,3.0,204,,1533,4.0
54,1744,,802,5.0,1396,5.0,502,3.0,588,5.0,142,,510,
40,1122,4.0,1171,,1429,5.0,1014,,1655,5.0,1642,4.0,1003,
183,1104,,661,,1307,4.0,411,4.0,1067,,334,2.0,1455,4.0
200,1169,4.0,1047,5.0,967,5.0,1656,,233,4.0,1146,,1466,
81,387,5.0,1619,,324,4.0,869,5.0,763,5.0,220,,302,
1,272,,1748,5.0,1398,4.0,1320,,1609,5.0,971,,47,4.0
96,977,4.0,721,3.0,210,,679,2.0,1242,5.0,1213,,415,2.0
246,1713,5.0,34,4.0,453,3.0,902,4.0,300,,1596,,223,
181,480,,227,2.0,868,,645,3.0,967,4.0,184,2.0,77,
15,1665,,705,,308,,390,3.0,1643,3.0,1647,4.0,1695,4.0
81,1682,,502,2.0,535,,970,5.0,762,,891,4.0,587,4.0
145,1248,,1329,4.0,1027,1.0,1316,5.0,260,,568,4.0,489,
183,1556,,1125,5.0,807,,1671,4.0,330,4.0,732,4.0,109,4.0
149,1073,,897,4.0,1110,5.0,1610,3.0,1691,,333,3.0,14,
81,1441,,370,5.0,1031,5.0,316,4.0,397,2.0,654,,1582,
23,624,5.0,1602,4.0,1475,4.0,1220,,937,,268,5.0,1614,
76,1008,,1665,,1537,5.0,1682,,1463,4.0,125,1.0,1455,4.0
113,544,,486,4.0,1559,5.0,825,,1420,2.0,525,,286,3.0
190,451,3.0,245,,1591,2.0,634,,844,4.0,588,4.0,1740,
51,834,3.0,227,5.0,836,,357,5.0,330,5.0,861,,1551,
36,1,4.0,66,,1250,4.0,467,3.0,855,4.0,1371,,1439,
25,1216,,962,4.0,627,5.0,420,,103,3.0,167,3.0,122,1.0
15,288,4.0,850,,1282,4.0,1478,,28,,910,5.0,687,5.0
119,1123,4.0,1364,4.0,678,,1430,,1463,3.0,1549,2.0,62,
44,1029,4.0,1637,,265,,1611,4.0,1213,3.0,1470,4.0,1279,
43,69,,965,4.0,1237,,1318,4.0,1606,4.0,791,,1128,3.0
128,626,,853,,165,,1530,5.0,219,1.0,1358,5.0,1503,5.0
129,609,,1619,5.0,1684,5.0,822,5.0,502,3.0,457,,796,5.0
1,176,4.0,22,,217,2.0,762,3.0,1469,,1710,4.0,1743,
282,1314,5.0,610,2.0,1139,,1543,,958,3.0,63,,783,3.0
76,515,,357,3.0,822,4.0,632,3.0,1145,,603,,750,2.0
149,274,,1253,4.0,806,2.0,1672,,633,4.0,329,4.0,1499,
11,1715,,308,5.0,582,4.0,1513,5.0,667,,443,,61,5.0
238,352,5.0,1664,5.0,1714,,597,,1272,,1513,4.0,988,5.0
23,101,4.0,7,,153,4.0,1705,,891,5.0,1499,5.0,1692,5.0
113,1744,2.0,1058,3.0,20,5.0,473,,1515,,29,,831,4.0
15,561,4.0,34,2.0,947,3.0,1445,5.0,1386,,1402,,1149,
208,272,,965,5.0,599,4.0,856,5.0,602,,1422,,447,5.0
43,512,,1552,5.0,38,5.0,1307,4.0,798,,302,4.0,1391,
1,1651,,1187,,901,4.0,281,4.0,1418,4.0,1514,,539,4.0
105,1600,,1057,3.0,594,,435,1.0,324,4.0,1591,,269,2.0
149,1296,4.0,865,5.0,67,,1061,,1015,4.0,633,4.0,988,
85,1505,5.0,1425,4.0,1700,,1112,5.0,1084,3.0,1021,,1582,
8,596,4.0,1589,,72,4.0,1579,,1404,,1661,4.0,1327,5.0
76,208,,353,5.0,1041,3.0,419,5.0,1061,5.0,629,,1323,
26,880,2.0,1729,,1363,5.0,1221,5.0,1516,,719,5.0,239,4.0
51,932,5.0,757,,1350,,1752,,779,5.0,1742,3.0,1358,4.0
436,1058,,262,4.0,1642,3.0,299,4.0,652,2.0,781,,78,4.0
15,1024,5.0,1445,5.0,441,,154,,779,5.0,539,5.0,1341,5.0
193,437,,970,5.0,812,,141,4.0,909,5.0,1054,5.0,222,
83,1440,5.0,1249,4.0,643,,713,3.0,1355,,412,5.0,1085,
26,85,4.0,519,4.0,567,4.0,634,,74,,1435,3.0,1389,5.0
7,757,,645,4.0,390,5.0,296,5.0,520,,299,3.0,1486,
1,513,5.0,915,,644,,920,4.0,345,4.0,218,2.0,1598,4.0
222,36,,133,3.0,1317,,102,,1595,4.0,1756,5.0,158,3.0
190,1123,4.0,836,,649,3.0,553,,1546,4.0,1418,4.0,1290,
16,737,,547,4.0,377,,217,3.0,268,4.0,926,5.0,703,5.0
51,576,4.0,1554,,374,4.0,918,4.0,391,,1063,5.0,378,4.0
8,130,,1172,4.0,852,5.0,424,4.0,330,5.0,347,,1485,
37,1114,,1019,,1420,2.0,1326,4.0,271,3.0,1455,3.0,1231,
208,963,5.0,68,,646,4.0,551,,1511,,1448,5.0,877,3.0
23,144,5.0,1363,,454,5.0,1063,,647,4.0,489,5.0,938,
208,1153,5.0,130,,802,4.0,738,,456,3.0,1689,4.0,638,4.0
44,688,,642,5.0,1654,5.0,632,4.0,889,,1741,4.0,543,
129,978,,1571,5.0,1588,5.0,520,4.0,1481,,1036,5.0,799,5.0
26,370,5.0,451,,515,,947,4.0,232,,570,4.0,205,4.0
16,624,5.0,1393,,305,,579,3.0,134,5.0,1559,1.0,877,3.0
16,274,,1714,4.0,995,,1701,3.0,1125,5.0,519,3.0,492,
119,128,,1747,5.0,1300,3.0,373,,106,4.0,651,,1196,3.0
48,592,,530,3.0,1699,5.0,1492,,1146,5.0,1500,5.0,14,
26,1284,4.0,758,3.0,923,3.0,348,,973,5.0,958,,1630,
15,274,,1223,5.0,167,4.0,857,,1612,3.0,1645,,943,5.0
129,5,5.0,743,4.0,1688,4.0,797,4.0,382,,734,5.0,767,
38,1424,4.0,342,,1574,5.0,1081,,701,,255,2.0,1503,4.0
119,656,,50,5.0,1077,4.0,664,4.0,617,,1177,,1421,3.0
11,483,4.0,804,3.0,598,5.0,663,,731,5.0,1709,,926,5.0
26,1185,4.0,97,5.0,1635,,659,4.0,750,,671,5.0,1551,4.0
81,1203,4.0,1064,,72,4.0,733,5.0,269,5.0,1021,,1614,5.0
11,16,4.0,1186,3.0,306,3.0,1522,,835,4.0,936,4.0,908,5.0
358,321,4.0,1220,,438,,520,4.0,1514,,828,5.0,591,3.0
42,754,,1091,,612,5.0,116,5.0,391,4.0,680,,1260,2.0
81,1620,,743,,249,4.0,954,5.0,1150,,558,4.0,847,5.0
23,1025,4.0,3,,1383,,1287,5.0,840,1.0,1196,4.0,127,
61,848,5.0,978,,307,,1592,4.0,1210,3.0,61,5.0,509,4.0
161,130,2.0,788,,1029,,790,,186,3.0,58,3.0,191,4.0
15,1601,3.0,1042,,1443,,680,5.0,910,5.0,623,2.0,575,
119,1058,4.0,163,,454,,1463,3.0,615,5.0,602,3.0,1742,
106,960,4.0,864,3.0,1017,5.0,586,,1323,,1325,4.0,1215,
0,1637,3.0,1190,,679,3.0,1479,1.0,760,,507,5.0,1724,
109,961,5.0,502,,1064,5.0,985,5.0,1164,,1197,,973,4.0
149,417,3.0,1330,4.0,995,4.0,1400,,280,5.0,1738,2.0,398,
40,592,5.0,658,,963,,1557,5.0,454,3.0,378,,491,5.0
1,65,,754,,1652,4.0,1752,2.0,1421,4.0,1470,3.0,574,
73,806,3.0,1479,3.0,1433,3.0,1098,3.0,666,,650,,1117,
8,385,,1715,2.0,500,5.0,614,,1431,,1662,4.0,1503,3.0
42,258,4.0,755,3.0,853,5.0,119,,1129,,172,5.0,366,
11,208,,613,5.0,166,5.0,503,5.0,522,5.0,924,2.0,1404,
190,961,4.0,1314,3.0,309,4.0,474,,331,,1053,,1070,4.0
44,17,5.0,1154,3.0,53,,153,4.0,218,5.0,988,,1583,
16,832,3.0,1536,3.0,258,4.0,1174,4.0,999,2.0,1499,2.0,557,4.0
129,1473,,1748,4.0,1032,4.0,298,4.0,1213,,1583,4.0,111,4.0
228,1200,,499,,1652,4.0,1608,3.0,1052,5.0,1357,2.0,46,
26,897,,20,5.0,1300,,1653,5.0,455,4.0,396,4.0,719,5.0
73,1536,3.0,1299,,1028,3.0,1205,3.0,1033,4.0,270,,1071,3.0
26,338,3.0,418,,1113,5.0,542,1.0,1566,,687,,1519,5.0
23,193,5.0,849,3.0,338,4.0,642,,1364,5.0,869,5.0,473,5.0
15,1749,,1032,,700,,220,4.0,1692,4.0,1084,3.0,206,5.0
15,643,5.0,870,,522,5.0,603,5.0,92,,1069,5.0,1454,
26,1185,4.0,1138,,1699,4.0,535,4.0,728,,826,5.0,1709,
44,720,,388,,1556,5.0,1079,4.0,939,4.0,812,2.0,844,3.0
200,1392,,1234,5.0,772,4.0,1750,,1081,,1660,5.0,639,4.0
69,5,,456,3.0,795,4.0,1198,,558,4.0,1471,,207,5.0
23,961,5.0,1666,,710,,824,4.0,1675,4.0,302,4.0,1311,
16,1713,3.0,1153,5.0,1333,5.0,410,,1420,4.0,1757,,671,
185,273,,1475,3.0,820,,758,5.0,54,4.0,8,3.0,1677,
40,160,5.0,1558,5.0,1270,5.0,568,,1439,,623,5.0,975,
43,1552,5.0,1745,3.0,629,,1622,,775,4.0,251,4.0,876,4.0
81,369,,211,,1460,4.0,1060,5.0,485,5.0,39,,1336,5.0
28,658,4.0,1651,4.0,579,,966,4.0,503,,856,,607,4.0
1,1380,,325,3.0,1254,3.0,697,4.0,395,,1355,,1167,3.0
222,1329,4.0,546,,1482,4.0,1290,4.0,604,,558,4.0,798,
49,1552,4.0,480,5.0,418,,404,5.0,421,,622,5.0,559,5.0
11,224,,968,4.0,489,3.0,1546,,555,4.0,155,,1101,5.0
146,960,,1269,4.0,1270,1.0,217,2.0,793,,714,,1036,4.0
149,659,3.0,132,,247,4.0,1703,5.0,184,3.0,636,3.0,350,
208,305,3.0,1507,,1125,5.0,1670,4.0,281,4.0,109,4.0,1375,3.0
8,1522,,1138,,163,3.0,100,5.0,805,,1640,4.0,1199,5.0
246,194,5.0,772,4.0,837,,901,,56,4.0,826,4.0,799,
8,451,4.0,324,4.0,804,,1689,3.0,381,,607,5.0,1471,
8,1396,5.0,6,5.0,1014,5.0,1159,,489,5.0,330,5.0,715,
44,146,5.0,1205,3.0,1461,,86,,812,2.0,158,4.0,943,5.0
43,1635,3.0,1060,5.0,182,,1036,,1453,5.0,1550,,1247,5.0
110,593,,244,5.0,1142,,1594,3.0,1066,3.0,1131,,1181,1.0
86,433,,1233,,1026,4.0,434,5.0,500,4.0,404,,125,3.0
109,1488,5.0,1010,4.0,1539,5.0,149,5.0,758,4.0,278,,863,5.0
26,768,,1408,4.0,273,4.0,1442,5.0,1111,4.0,1736,,794,
26,390,5.0,969,,1178,,555,2.0,1100,4.0,557,,911,4.0
181,704,,16,,1200,,1205,5.0,454,4.0,796,4.0,1406,1.0
49,1059,3.0,548,,1126,,1607,4.0,1209,5.0,458,,591,5.0
81,656,,161,,1121,5.0,405,5.0,390,,441,5.0,558,4.0
377,736,2.0,128,,822,,470,5.0,107,4.0,555,4.0,476,
1,465,,161,4.0,1619,5.0,485,4.0,1334,,1737,3.0,1421,4.0
314,1713,3.0,771,,20,5.0,1556,4.0,662,,1096,5.0,93,
50,1552,3.0,1366,,1175,,1303,5.0,888,5.0,1675,,1294,5.0
153,1010,,1097,5.0,1499,,411,2.0,859,1.0,475,1.0,157,
51,1280,4.0,1201,,1699,3.0,772,5.0,900,1.0,1304,5.0,286,
51,840,,713,4.0,395,,827,5.0,667,,1677,5.0,862,4.0
222,1315,4.0,5,,1206,5.0,54,3.0,1720,,1433,3.0,1371,4.0
268,16,3.0,401,,771,,550,2.0,603,4.0,191,,735,3.0
15,321,4.0,130,,852,,4,,1258,5.0,298,4.0,62,4.0
375,1634,5.0,306,3.0,1670,3.0,182,,935,,700,5.0,1613,
81,433,,115,5.0,566,5.0,1383,,154,4.0,1547,2.0,494,2.0
146,1586,5.0,917,3.0,598,,1752,,507,4.0,444,3.0,764,
85,149,5.0,1398,5.0,1144,3.0,1437,,1166,,1214,,143,5.0
146,528,,1297,4.0,660,,598,,1047,2.0,649,3.0,1193,4.0
129,1105,,932,5.0,1670,4.0,1479,3.0,1625,5.0,285,,1455,5.0
137,1344,,1250,3.0,306,4.0,1095,,615,3.0,540,,1103,4.0
428,81,,1282,5.0,1364,4.0,391,,40,,623,4.0,1679,5.0
15,1216,,1571,,3,5.0,1656,,1113,4.0,763,4.0,780,5.0
44,97,4.0,934,,567,5.0,1369,,1547,2.0,748,4.0,589,
23,753,5.0,689,5.0,1665,,228,3.0,439,,1320,,1658,5.0
379,1408,,1136,2.0,1491,,1732,4.0,839,5.0,826,5.0,1757,
233,1537,4.0,465,,1522,,1524,5.0,1285,3.0,463,,351,5.0
209,321,,339,,405,4.0,166,4.0,138,3.0,219,3.0,189,
208,192,,753,,978,4.0,1079,4.0,47,4.0,367,,1647,3.0
54,849,4.0,643,,628,,1638,3.0,1497,5.0,330,4.0,63,
44,790,5.0,262,,1239,5.0,1000,,1096,4.0,1001,3.0,559,
153,1360,,1330,,277,3.0,775,3.0,1034,3.0,1147,,334,2.0
11,610,3.0,38,5.0,1655,,247,5.0,1513,5.0,1753,5.0,494,3.0
11,1537,,195,5.0,1751,4.0,937,,1627,5.0,271,4.0,447,5.0
586,192,,848,,1377,3.0,1043,,708,1.0,1253,2.0,999,4.0
61,945,,1619,3.0,1508,,1253,3.0,1463,4.0,551,4.0,1231,
129,243,5.0,1732,4.0,757,,693,,248,,1066,4.0,1466,4.0
81,1569,5.0,722,,1427,4.0,1495,5.0,378,5.0,10,,653,
9,901,4.0,156,,1004,5.0,1181,3.0,1294,,239,,783,4.0
11,1348,,1478,,806,4.0,663,,1484,4.0,61,5.0,558,3.0
16,464,3.0,593,,1044,4.0,1544,3.0,1082,,1388,3.0,622,3.0
62,1057,4.0,754,,546,,1635,4.0,884,,74,5.0,1660,5.0
223,1120,,515,,388,5.0,661,,937,4.0,379,5.0,1388,5.0
208,357,4.0,1205,5.0,1030,4.0,407,,1256,,345,4.0,1102,
1,1681,,322,3.0,100,4.0,552,4.0,25,,187,,1646,2.0
161,97,3.0,1090,3.0,1747,,647,4.0,937,3.0,411,,155,
141,864,4.0,64,3.0,153,,25,5.0,10,,1004,4.0,1551,
287,769,2.0,948,,792,3.0,313,,153,3.0,1661,2.0,782,
275,1248,5.0,849,,662,,1238,,1609,3.0,618,3.0,1229,3.0
23,273,5.0,1602,4.0,659,3.0,1480,4.0,1384,,252,,1743,
246,464,,1285,5.0,1045,5.0,1194,4.0,299,,207,,463,5.0
49,1400,5.0,1642,5.0,587,,412,,574,4.0,926,4.0,1711,4.0
51,1393,5.0,294,5.0,459,,955,5.0,302,,575,,271,4.0
51,353,5.0,1299,,836,,420,4.0,218,3.0,716,,1006,5.0
36,416,,849,,258,4.0,1619,3.0,969,4.0,332,3.0,1485,
222,978,,532,3.0,1621,5.0,537,3.0,1402,5.0,1403,4.0,892,4.0
274,468,3.0,1606,5.0,57,,217,3.0,1193,4.0,1244,5.0,1727,
38,1683,,339,4.0,1158,5.0,186,5.0,717,4.0,1599,,463,
16,2,,1027,4.0,1751,2.0,1241,5.0,170,5.0,1290,,527,
129,1112,3.0,1273,,1066,4.0,1374,,990,5.0,63,5.0,991,
69,1317,5.0,166,5.0,790,,296,,1242,5.0,1610,4.0,299,
11,1153,5.0,1381,4.0,1336,,74,1.0,859,4.0,847,3.0,143,5.0
23,1073,5.0,578,,1555,,996,5.0,1562,,652,5.0,397,5.0
183,1649,5.0,434,4.0,1062,4.0,248,,1434,4.0,1179,,1118,
127,96,,949,4.0,1080,3.0,1465,,1178,,1291,5.0,188,3.0
16,1024,3.0,1396,3.0,693,,1095,,458,5.0,442,4.0,653,
108,337,,801,5.0,1588,5.0,1686,4.0,286,5.0,1726,,911,
15,1104,,208,5.0,325,5.0,1016,4.0,1182,4.0,926,5.0,911,
26,240,,454,5.0,1192,,329,4.0,1356,4.0,1165,,62,4.0
15,1377,5.0,531,3.0,692,3.0,1687,,763,4.0,1260,5.0,204,
149,1634,4.0,227,4.0,532,4.0,103,3.0,600,,1756,,988,
122,1360,,1713,4.0,1398,,1303,4.0,648,,809,5.0,989,5.0
129,656,5.0,1395,,1220,3.0,86,4.0,1546,,555,,1643,5.0
8,320,,881,4.0,114,,419,3.0,325,5.0,823,,703,5.0
